JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1321500100,13215,1,,国立市№1遺跡,国立市 富士見台四丁目,[縄文時代][平安時代],包蔵地,,縄文土器 黒曜石 土師器
1321500200,13215,2,みねうえいせき,峰上遺跡,国立市 富士見台三丁目,[旧石器時代][縄文時代][平安時代],集落,[旧石器時代]ブロック 礫群 配石 [縄文時代]土坑,ナイフ形石器 尖頭器 スクレイパー 敲石 石核 剥片 縄文土器 土師器
1321500300,13215,3,なかみねしたいせき,中峰下遺跡,国立市 谷保,[奈良時代][平安時代][中世][近世],包蔵地,[奈良時代][平安時代]敷石遺構 土坑,主な出土品
1321500400,13215,4,,国立市№4遺跡,国立市 富士見台二丁目 富士見台三丁目 中三丁目,[平安時代],包蔵地,,土師器 須恵器 土錘
1321500500,13215,5,かりやうえにしいせき,仮屋上西遺跡,国立市 谷保,[旧石器時代][縄文時代（中期）][平安時代][中世],集落,[奈良時代]住居跡 溝状遺構 [平安時代]住居跡 土坑 ピット,土師器 須恵器 陶器 須恵器質陶器 刀子 紡錘車 古銭(隆平永寶) 風字硯
1321500600,13215,6,かりやうえいせき,仮屋上遺跡,国立市 谷保 富士見台二丁目,[縄文時代（中期）][奈良時代][平安時代][中世],集落,[平安時代]住居跡 土坑 配石 溝状遺構 柱穴 [中世]地下式土坑,縄文土器 石鏃 土師器 須恵器 砥石 鉄製品 紡錘車 土錘 円面硯 瓦
1321500700,13215,7,ひがしのはらいせき,東之原遺跡,国立市 谷保 富士見台一丁目,[縄文時代（中期）][平安時代],包蔵地,[縄文時代]集石 柱穴,土師器 須恵器
1321500800,13215,8,みどりかわひがしいせき,緑川東遺跡,国立市 青柳一丁目 青柳三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ブロック 礫群 配石 [縄文時代]住居跡 竪穴状遺構 集石 炉穴 土坑 ピット 焼土跡 [奈良時代][平安時代]溝 [近世]溝状遺構 土坑,ナイフ形石器 尖頭器 石核 細石刃核 スクレイパー 縄文土器 打斧 石匙 土偶 打製石斧 有舌尖頭器 石鏃 スタンプ形石器 礫器 扶入磨石 磨石 石皿 石錘 石棒 耳栓 垂飾
1321500900,13215,9,あおやぎいせき,青柳遺跡,国立市 青柳,[旧石器時代][縄文時代（中期）][平安時代],包蔵地,,尖頭器 打斧 縄文土器 石斧 土師器
1321501000,13215,10,あおやぎこふんぐん,青柳古墳群,国立市 谷保 青柳,[古墳時代],古墳,,
1321500101,13215,10-1,あおやぎこふんぐん,青柳古墳,国立市 青柳,[古墳時代][近世],古墳・その他の墓,[古墳時代]周溝 横穴式石室? [近世]墓壙,土師器 円筒埴輪 人物埴輪 刀 金環 轡 陶磁器 煙管 銭貨 人骨
1321500102,13215,10-2,あおやぎ2ごうふん,青柳2号墳,国立市 青柳,[古墳時代],古墳,,円筒埴輪
1321500103,13215,10-3,しけんざけ1ごうふん,四軒在家1号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（長頸瓶） 刀装具（鐔・懸通孔金具等） 刀子 鉄鏃 装飾品（金環）
1321500104,13215,10-4,しけんざけ2ごうふん,四軒在家2号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶） 甕 装飾品（丸玉・小玉・臼玉）
1321500105,13215,10-5,しけんざけ3ごうふん,四軒在家3号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（甕） 直刀 刀装具（鐔・責金・目釘） 刀子 鉄鏃 釘 装飾品（金環・丸玉・臼玉）
1321500106,13215,10-6,しけんざけ4ごうふん,四軒在家4号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶・甕） 土師器（坏） 刀装具（鐔・鞘口金具・責金） 鉄鏃 装飾品（金環・切子玉・管玉・丸玉・小玉・臼玉）
1321500107,13215,10-7,しけんざけ5ごうふん,四軒在家5号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,
1321500108,13215,10-8,しけんざけ6ごうふん,四軒在家6号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶） 土師器（坏・甕） 直刀 刀装具（把頭・鐔・鞘口金具・責金） 鉄鏃 釘 装飾品（金環）
1321500109,13215,10-9,しけんざけ7ごうふん,四軒在家7号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,主な出土品
1321500110,13215,10-10,しけんざけ8ごうふん,四軒在家8号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（長頸瓶・フラスコ形瓶） 土師器（坏） 刀装具（把頭・鐔・鞘口金具・目釘） 刀子 鉄鏃 両頭金具 装飾品（金環・勾玉・丸玉）
1321500111,13215,10-11,しけんざけ9ごうふん,四軒在家9号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（甕） 土師器（坏） 直刀 鉄鏃 装飾品（金環） 毛抜き
1321500112,13215,10-12,しけんざけ10ごうふん,四軒在家10号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,釘
1321500113,13215,10-13,しけんざけ11ごうふん,四軒在家11号墳,国立市 青柳,[古墳時代],古墳,[古墳時代]古墳の周溝,
1321501100,13215,11,あおやぎむめいふん,青柳無名墳,国立市 青柳,[古墳時代],古墳,[古墳時代]石室?,埴輪 直刀 金環
1321501200,13215,12,しけんざけいせき,四軒在家遺跡,国立市 矢川三丁目,[旧石器時代][縄文時代（中期）][古墳時代][平安時代][近世],集落,[縄文時代]敷石住居 住居跡 集石 土坑 ピット 埋設土器[中世][近世]溝状遺構 土坑 柱穴,縄文土器 剥片 円筒埴輪 打製石斧 異形土器（ミニチュア土器） ナイフ形石器 有舌尖頭器 石鏃 掻器 石匙 スタンプ形石器 土師器 坏 須恵器 陶磁器
1321501300,13215,13,なんようじいせき,南養寺遺跡,国立市 谷保,[縄文時代（早期～後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 敷石住居 集石 土坑 ピット [平安時代]住居 土坑 石組遺構 [近世]土坑 井戸 溝状遺構,縄文土器 打斧 磨斧 石鏃 掻器 石匙 石錘 楔形石器 石皿 磨石 スタンプ形石器 凹石 敲石 土錘 土製円板 石棒 土偶 土師器 須恵器 刀子 羽口 瓦 鉄滓 陶磁器 板碑 銭貨
1321501400,13215,14,なんようじこふん,南養寺古墳,国立市 谷保,[古墳時代],古墳,[古墳時代]横穴式石室,
1321501500,13215,15,じょうやまいせき,城山遺跡,国立市 谷保,[縄文時代（早期・中期）][奈良時代][平安時代][中世][近世],包蔵地,[中世][近世]石組粘土敷土坑 集礫遺構 土坑 ピット 道状遺構,縄文土器 打斧 石皿 土師器 須恵器 瓦 須恵器系土師質土器 陶器 磁器 かわらけ 石臼 砥石 スラグ 石製品
1321501600,13215,16,しんめいづかこふん,神明塚古墳,国立市 谷保,[古墳時代?],古墳？,円墳?,
1321501700,13215,17,（でん．つのとのさぶろうやかたあと）みたじょうあと,（伝．津戸三郎館跡）三田城跡,国立市 谷保,[中世],城館,[中世]井戸 空堀 曲輪 土塁,陶器
1321501800,13215,18,えんじょういんあと,円成院跡,国立市 谷保栗原,[近世],社寺,,
