JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1320804700,13208,47,こくりょうみなみいせき,国領南遺跡,調布市 国領町五丁目　 国領町六丁目,[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝,ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器
1320804800,13208,48,あげきゅういせき,上ヶ給遺跡,調布市 国領町四丁目　 国領町七丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝,縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器
1320804900,13208,49,そめちいせき,染地遺跡,調布市 染地二丁目　 染地三丁目,[縄文時代（晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代],集落,[弥生時代]住居　炉　[古墳時代]土坑　生産工房　[古墳時代][奈良時代][平安時代]住居　道路　溝　鍛冶工房　[中世]溝　濠　[近世]土葬墓,縄文土器　石器　石製品　弥生土器　土師器　須恵器　墨書土器　陶器（灰釉・緑釉）　紡錘車　勾玉　臼玉　ガラス玉　金属製品　陶磁器　板碑　小鉄仏　瓦　銭貨　木製品
1320805000,13208,50,とびたきゅうきたいせき,飛田給北遺跡,調布市 西町　 飛田給一丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代][近世],集落,[旧石器時代]礫群　[縄文時代]土坑　陥穴　[古墳時代]住居　竪穴状遺構　竈　土坑　竪穴住居　[近世]ピット列　土坑　溝,ナイフ形石器　細石刃　掻器　敲石　磨石　石核　剥片　砕片　縄文土器　打斧　礫器　石槍　石皿　磨石　土玉　土師器　須恵器　砥石　帯金具　陶磁器　打製石斧　墨書土器
1320805101,13208,51-1,とびたきゅう1ごうふん,飛田給1号墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]周溝,土師器
1320805102,13208,51-2,とびたきゅう2ごうふん,飛田給2号墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]周溝,土師器
1320805103,13208,51-3,とびたきゅう3ごうふん,飛田給3号墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]周溝,土師器
1320805104,13208,51-4,とびたきゅう4ごうふん,飛田給4号墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]周溝,土師器　青銅製品
1320805105,13208,51-5,とびたきゅう5ごうふん,飛田給5号墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]周溝,
1320805106,13208,51-6,さくらづか1ごうこふん,桜塚1号古墳,調布市 飛田給二丁目,[古墳時代],古墳,,
1320805107,13208,51-7,さくらづか2ごうこふん,桜塚2号古墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]横穴式石室,鉄鏃　刀子　玉類　金環　銀環　陶磁器
1320805108,13208,51-8,さくらづか3ごうこふん,桜塚3号古墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]横穴式石室,刀子　棗玉　鍔　人骨
1320805109,13208,51-9,さくらづか4ごうこふん,桜塚4号古墳,調布市 飛田給二丁目,[古墳時代],古墳,,
1320805110,13208,51-10,さくらづか5ごうこふん,桜塚5号古墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]横穴式石室,須恵器
1320805111,13208,51-11,さくらづか6ごうこふん,桜塚6号古墳,調布市 飛田給二丁目,[古墳時代],古墳,[古墳時代]横穴式石室,鉄鏃
1320805112,13208,51-12,さくらづか7ごうこふん,桜塚7号古墳,調布市 飛田給二丁目,[古墳時代],古墳,,
1320805113,13208,51-13,さくらづか8ごうこふん,桜塚8号古墳,調布市 飛田給二丁目,[古墳時代],古墳,,
1320805114,13208,51-14,さくらづか9ごうこふん,桜塚9号古墳,調布市 飛田給二丁目,[古墳時代],古墳,,
1320805201,13208,52-1,しもいしはら1ごうこふん,下石原1号古墳,調布市 下石原三丁目,[古墳時代],古墳,[古墳時代]横穴式石室,
1320805202,13208,52-2,しもいしはら2ごうこふん,下石原2号古墳,調布市 下石原三丁目,[古墳時代],古墳,[古墳時代]横穴式石室,
1320805301,13208,53-1,かみふだ1ごうふん,上布田古墳1号墳,調布市 布田六丁目,[古墳時代],古墳,[古墳時代]周溝　横穴式石室,ガラス玉
1320805302,13208,53-2,かみふだ2ごうふん,上布田古墳2号墳,調布市 布田六丁目,[古墳時代],古墳,[古墳時代]横穴式石室,
1320805303,13208,53-3,ふるてんじん1ごうふん,古天神1号墳,調布市 布田五丁目,[古墳時代],古墳,円墳　[古墳時代]周溝　ブリッジ,土師器
