17955	カヤ	[イチイ科]	[Taxaceae]	[イチイ科]	[Taxaceae]	葉	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17956	カヤ	[イチイ科]	[Taxaceae]	[イチイ科]	[Taxaceae]	種子	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17957	イヌガヤ	[イチイ科]	[Taxaceae]	[イヌガヤ科]	[Cephalotaxaceae]	種子	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17958	モミ	[マツ科]	[Pinaceae]	[マツ科]	[Pinaceae]	葉	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17959	トウヒ属バラモミ節	[マツ科]	[Pinaceae]	[マツ科]	[Pinaceae]	葉	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17960	オニグルミ	[クルミ科]	[Juglandaceae]	[クルミ科]	[Juglandaceae]	核	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17961	イヌシデ	[カバノキ科]	[Betulaceae]	[カバノキ科]	[Betulaceae]	葉	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17962	イヌシデ	[カバノキ科]	[Betulaceae]	[カバノキ科]	[Betulaceae]	果実	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17963	サワシバ	[カバノキ科]	[Betulaceae]	[カバノキ科]	[Betulaceae]	果実	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
17964	クマシデ属	[カバノキ科]	[Betulaceae]	[カバノキ科]	[Betulaceae]	果苞	多摩ニュータウン遺跡No.796遺跡	13：東京都	八王子市堀之内5号ほか	35.636667	139.390556	縄文時代	辻誠一郎－南木睦彦－鈴木三男－能城修一－千野裕道	1986	縄文時代泥炭層の層序と植物遺体群集	72－116，図版44－51	3840±140yBP～5520±170ｙBP	―	多摩ニュータウン遺跡（第3分冊）－東京都埋蔵文化財センター調査報告第7集	(財)東京都埋蔵文化財センター
