JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度
13121000100,13121,1,とみんごるふじょういせき,都民ゴルフ場遺跡,足立区 江北二丁目,[弥生時代][古墳時代],包蔵地,[古墳時代]祭祀遺構,弥生土器　土師器　須恵器,139.7608857,35.76843606
13121000200,13121,2,とねりいせき,舎人遺跡,足立区 舎人二丁目　 舎人四丁目　 舎人五丁目　 舎人六丁目,[古墳時代][奈良時代][中世][近世],集落,[古墳時代]方形周溝墓　鍛冶遺構　[古墳時代]～[奈良時代]住居　ピット　土坑　[中世]井戸　火葬墓,土師器　須恵器　土製支脚　土錘　鞴羽口　滑石製品(臼玉・鏡)　鉄滓　人骨,139.7688769,35.81459542
13121000300,13121,3,ひかわじんじゃけいだいいせき,氷川神社境内遺跡,足立区 入谷二丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器　須恵器　土錘,139.7649973,35.81133801
13121000400,13121,4,いりやこふん,入谷古墳,足立区 入谷二丁目　 舎人六丁目,[古墳時代],古墳,円墳,土師器　須恵器　土錘,139.7649973,35.81133801
13121000500,13121,5,ひじりづかこふん,聖塚古墳,足立区 東伊興一丁目,[古墳時代],古墳,円墳,土師器　須恵器　土錘　石製模造品,139.7840174,35.80502144
13121001000,13121,10,しらはたづかこふんぐん,白旗塚古墳群,足立区 東伊興町 西保木間四丁目 竹ノ塚七丁目,古墳,古墳,[古墳]溝　土坑,[古墳]円筒埴輪　人物埴輪　馬形埴輪　銅製耳環,139.7921198,35.80179149
13121001001,13121,10-1,しらはたづかこふんぐんしらはたづかこふん,白旗塚古墳群・白旗塚古墳,足立区 東伊興三丁目,[古墳時代],古墳,※遺跡範囲のすべてが、東京都指定史跡白幡塚古墳となっています。,,139.7927035,35.80117889
13121001002,13121,10-2,しらはたづかこふんぐん・かぶとづかこふん,白旗塚古墳群・甲塚古墳,足立区 東伊興三丁目,[古墳時代],古墳,円墳,,139.7918108,35.8014295
13121001003,13121,10-3,しらはたづかこふんぐん・すりばちづかこふん,白旗塚古墳群・摺鉢塚古墳,足立区 東伊興三丁目,[古墳時代],古墳,円墳,円筒埴輪　形象埴輪（人物・馬）　鋸歯文鏡　直刀　銅釧,139.7927035,35.8017358
13121001100,13121,11,かねづかこふん,金塚古墳,足立区 東伊興二丁目,[古墳時代],古墳,円墳?,,139.7884806,35.80524419
13121001200,13121,12,ふなやまづかこふん,船山塚古墳,足立区 東伊興二丁目,[古墳時代],古墳,円墳,,139.785219,35.80571754
13121001300,13121,13,いこう・やじった・はざまいせき,伊興・谷下・狭間遺跡,足立区 東伊興一丁目　 東伊興二丁目　東伊興三丁目　東伊興四丁目　 伊興本町一丁目　伊興本町二丁目,[縄文時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落・その他（祭祀）,[古墳時代]住居　ピット　土坑　竪穴　井戸　溝　方形周溝墓　[古墳時代]～[平安時代]ピット　土坑　井戸　[平安時代]火葬墓,縄文土器　石鏃　弥生土器　土師器　須恵器　鉄鏃　刀子　鉄器　砥石　紡錘車　土錘　土製支脚　埴輪　管玉　勾玉　子持勾玉　臼玉　ガラス製品　鏡　帯金具　有孔円板　石製・土製模造品　人骨,139.7867297,35.80310019
13121001400,13121,14,きょうづか,経塚,足立区 伊興本町二丁目,[中世],経塚,,星の兜鉢　木製塗瓶子　銅製六器　鉄製経筒　五鈷鈴　大刀足金物　小札　銭貨,139.7863177,35.8002043
13121001600,13121,16,ろくまんぶきょうづか,六万部経塚,足立区 伊興三丁目,,経塚,,,139.7843951,35.7951084
13121001700,13121,17,わかみやはちまんじんじゃいせき,若宮八幡神社遺跡,足立区 伊興二丁目　 伊興三丁目　 伊興四丁目　 西伊興二丁目,[奈良時代][平安時代][中世][近世],包蔵地,[奈良時代]～[中世]ピット　[平安時代]井戸　[近世]土坑　溝,土師器　須恵器　土錘　勾玉　陶器　釘　下駄　井戸枠,139.7819918,35.79499701
13121001800,13121,18,えんめいじけいだいいせき,延命寺境内遺跡,足立区 竹の塚五丁目,[古墳時代][奈良時代][平安時代],包蔵地,,土師器　須恵器,139.7950037,35.79705769
13121001900,13121,19,ほっけじけいだいいせき,法華寺境内遺跡,足立区 西保木間三丁目　 西保木間四丁目,[古墳時代][奈良時代][平安時代][近世],集落,[古墳時代]住居　[古墳時代]～[平安時代]ピット　土坑　溝,土師器　須恵器　鉄製品　土錘　土玉,139.7989863,35.80440887
13121002000,13121,20,はなはたいせき,花畑遺跡,足立区 保木間五丁目　 花畑五丁目　 西保木間四丁目,[古墳時代][奈良時代][平安時代][近世],包蔵地,[古墳時代]～[平安時代]ピット　土坑　[古墳時代]焼土,弥生土器　土師器　須恵器　土製支脚　鉄製品　土錘　土玉　土製・石製模造品(臼玉鏡)　臼　陶磁器,139.8026942,35.807945
13121002100,13121,21,はくさんづかこふん,白山塚古墳,足立区 花畑五丁目,[古墳時代],古墳,円墳,,139.8114489,35.80761089
13121002200,13121,22,いっぽんまつこふん,一本松古墳,足立区 花畑五丁目,[古墳時代],古墳,円墳,土師器　円筒埴輪,139.8127535,35.80788932
13121002300,13121,23,おおとりじんじゃけいだいいせき,大鷲神社境内遺跡,足立区 花畑七丁目,[縄文時代（前期・後期）][弥生時代][古墳時代],包蔵地,,縄文土器　弥生土器　土師器　須恵器　砥石,139.8196735,35.8096434
13121002400,13121,24,おおやたこふん,大谷田古墳,足立区 大谷田一丁目,[古墳時代],古墳,,,139.848298,35.77906669
13121002500,13121,25,なかそねじょうし,中曽根城址,足立区 本木二丁目,[中世],城館,,,139.7855706,35.76612391
13121002600,13121,26,せんげんじんじゃづかいせき,浅間神社塚遺跡,足立区 西新井六丁目,[中世？][近世？],塚?,,,139.7764726,35.77871452
13121002700,13121,27,にしあらいななちょうめいせき,西新井七丁目遺跡,足立区 西新井七丁目,[中世],単独出土地,,銭貨,139.7714601,35.78278098
13121002800,13121,28,ひがしいこういせき,東伊興遺跡,足立区 東伊興一丁目　 東伊興二丁目　 古千谷五丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[古墳時代]住居　[古墳時代]～[平安時代]ピット　土坑　[中世]溝,土師器　須恵器　陶磁器　鉄製品　木製品,139.7826785,35.80516066
13121002900,13121,29,せんじゅといやば・かんめあらためじょあと,千住問屋場・貫目改所跡,足立区 千住一丁目,[近世],その他（役所跡）,[近世]礎石,陶磁器類　瓦　ガラス片,139.8012316,35.74716928
