JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度
1321501001,13215,10-1,あおやぎこふんぐん,青柳古墳,国立市 青柳,[古墳時代][近世],古墳・その他の墓,[古墳時代]周溝 横穴式石室? [近世]墓壙,土師器 円筒埴輪 人物埴輪 刀 金環 轡 陶磁器 煙管 銭貨 人骨,139.4238271,35.68127692
1321501002,13215,10-2,あおやぎ2ごうふん,青柳2号墳,国立市 青柳,[古墳時代],古墳,,円筒埴輪,139.4249376,35.68107473
1321501003,13215,10-3,しけんざけ1ごうふん,四軒在家1号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（長頸瓶） 刀装具（鐔・懸通孔金具等） 刀子 鉄鏃 装飾品（金環）,139.4261274,35.68151396
1321501004,13215,10-4,しけんざけ2ごうふん,四軒在家2号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶） 甕 装飾品（丸玉・小玉・臼玉）,139.4264654,35.68153487
1321501005,13215,10-5,しけんざけ3ごうふん,四軒在家3号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（甕） 直刀 刀装具（鐔・責金・目釘） 刀子 鉄鏃 釘 装飾品（金環・丸玉・臼玉）,139.4262733,35.68127692
1321501006,13215,10-6,しけんざけ4ごうふん,四軒在家4号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶・甕） 土師器（坏） 刀装具（鐔・鞘口金具・責金） 鉄鏃 装飾品（金環・切子玉・管玉・丸玉・小玉・臼玉）,139.4259332,35.68114445
1321501007,13215,10-7,しけんざけ5ごうふん,四軒在家5号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,,139.4263592,35.68101199
1321501008,13215,10-8,しけんざけ6ごうふん,四軒在家6号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（フラスコ形瓶） 土師器（坏・甕） 直刀 刀装具（把頭・鐔・鞘口金具・責金） 鉄鏃 釘 装飾品（金環）,139.4266027,35.68106079
1321501009,13215,10-9,しけんざけ7ごうふん,四軒在家7号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,主な出土品,139.4268055,35.68131875
1321501010,13215,10-10,しけんざけ8ごうふん,四軒在家8号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（長頸瓶・フラスコ形瓶） 土師器（坏） 刀装具（把頭・鐔・鞘口金具・目釘） 刀子 鉄鏃 両頭金具 装飾品（金環・勾玉・丸玉）,139.4268055,35.68090741
1321501011,13215,10-11,しけんざけ9ごうふん,四軒在家9号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,須恵器（甕） 土師器（坏） 直刀 鉄鏃 装飾品（金環） 毛抜き,139.4260759,35.68096318
1321501012,13215,10-12,しけんざけ10ごうふん,四軒在家10号墳,国立市 矢川三丁目,[古墳時代],古墳,[古墳時代]横穴式石室 周溝,釘,139.4260502,35.68075403
1321501013,13215,10-13,しけんざけ11ごうふん,四軒在家11号墳,国立市 青柳,[古墳時代],古墳,[古墳時代]古墳の周溝,,139.4258356,35.68146516
1321500200,13215,2,みねうえいせき,峰上遺跡,国立市 富士見台三丁目,[旧石器時代][縄文時代][平安時代],集落,[旧石器時代]ブロック 礫群 配石 [縄文時代]土坑,ナイフ形石器 尖頭器 スクレイパー 敲石 石核 剥片 縄文土器 土師器,139.4363187,35.68552263
1321502301,13215,23-1,しもやぼ1ごうふん,下谷保1号墳,国立市 谷保,[古墳時代],古墳,※遺跡範囲のすべてが国立市指定史跡下谷保1号墳となっています。 [古墳時代]横穴式石室 周溝,鉄鏃 板状鉄製品 直刀 刀装具,139.4483093,35.6775016
1321502302,13215,23-2,しもやぼ2ごうふん,下谷保2号墳,国立市 谷保,[古墳時代],古墳,円墳,,139.4487728,35.67706932
1321502303,13215,23-3,しもやぼ3ごうふん,下谷保3号墳,国立市 谷保,[古墳時代],古墳,円墳,,139.4492191,35.67669283
1321502304,13215,23-4,しもやぼ4ごうふん,下谷保4号墳,国立市 谷保,[古墳時代],古墳,,直刀,139.4483779,35.67831036
1321502305,13215,23-5,やぼこふん,谷保古墳,国立市 谷保,[古墳時代],古墳,円墳?,,139.4453395,35.680639
