JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度
13119000100,13119,1,なりますいっちょうめいせき,成増一丁目遺跡,板橋区 成増一丁目,[縄文時代（早期～中期）][弥生時代（後期）][古墳時代],包蔵地・集落,[縄文時代]住居　土坑　埋甕　[弥生時代][古墳時代]住居　倉庫,縄文土器　石器　弥生土器　土師器　土製勾玉,139.6267984,35.77824962
13119000200,13119,2,なりますずうこう／なりますしんでんばらいせき,成増百向／成増新田原遺跡,板橋区 成増二丁目　 成増三丁目,[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）],包蔵地・集落,[縄文時代]住居　竪穴状遺構　集石　[弥生時代]住居,縄文土器　石器　弥生土器,139.6277597,35.78089564
13119000300,13119,3,なりますとのやまいせき,成増との山遺跡,板橋区 成増三丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（中期～後期）],包蔵地・集落,[旧石器時代]ブロック　礫群　[縄文時代]土坑　[弥生時代]住居,ナイフ形石器　角錐状石器　台形様石器　楔形石器　掻器　彫器　敲石　石核　剥片　焼礫　縄文土器　石器　弥生土器,139.6312273,35.78042215
13119000400,13119,4,,板橋区№4遺跡,板橋区 成増四丁目,[縄文時代（前期）],包蔵地,,縄文土器,139.6341455,35.78418215
13119000500,13119,5,,板橋区№5遺跡,板橋区 成増四丁目,[弥生時代（後期）][古墳時代],包蔵地,,弥生土器　土師器,139.6352098,35.78585321
13119000600,13119,6,,板橋区№6遺跡,板橋区 成増四丁目,[縄文時代][弥生時代][古墳時代],包蔵地,,縄文土器　磨斧　弥生土器　土師器　須恵器,139.6367891,35.78624312
13119000700,13119,7,すがわらじんじゃだいちうえいせき,菅原神社台地上遺跡,板橋区 成増四丁目　 成増五丁目,[旧石器時代][縄文時代（前期）][弥生時代（後期）][古墳時代][平安時代][近世],集落・古墳,[旧石器時代]ブロック　礫群　[縄文時代]住居　炉穴　焼土　土坑　墓壙　[弥生時代]住居　掘立柱建物　ピット　焼土　土坑　[古墳時代]円墳　方形周溝墓　[平安時代]住居　[近世]土坑　溝状遺構,ナイフ形石器　台形様石器　剥片　礫　縄文土器　磨斧　石鏃　石皿　台石　弥生土器　土師器　須恵器　土製玉類　ガラス小玉　けつ状耳飾　陶磁器　鉄製品　ガラス製品,139.6316049,35.78356942
13119000800,13119,8,なりますてんじんわきいせき,成増天神脇遺跡,板橋区 成増四丁目　 成増五丁目,[旧石器時代][縄文時代（早期・中期～後期）][弥生時代（後期）][古墳時代][奈良時代][近世],包蔵地,,縄文土器　弥生土器,139.6324976,35.78490628
13119000900,13119,9,あかつかおおつかはらいせき,赤塚大塚原遺跡,板橋区 赤塚一丁目,[旧石器時代][縄文時代（後期）],包蔵地・集落,[旧石器時代]ブロック　[縄文時代]陥し穴　土坑　ピット,ナイフ形石器　縄文土器　スタンプ形石器　弥生土器,139.6501444,35.77145313
13119001000,13119,10,,板橋区№10遺跡,板橋区 赤塚一丁目,[縄文時代],包蔵地,,,139.6481531,35.77245593
13119001100,13119,11,,板橋区№11遺跡,板橋区 赤塚二丁目,[時代不明],包蔵地,,,139.6432779,35.77214952
13119001200,13119,12,あかつかかみやつみなみいせき,赤塚上谷津南遺跡,板橋区 赤塚二丁目,[縄文時代][弥生時代（後期）][古墳時代],集落,[弥生時代]住居,,139.6414926,35.77331944
13119001300,13119,13,,板橋区№13遺跡,板橋区 赤塚二丁目　 赤塚六丁目,[縄文時代][古墳時代],包蔵地,,,139.6412523,35.776467
