"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度"
1320700100,13207,"1","やまのかみいせき","山ノ神遺跡","昭島市 拝島町三丁目","[古墳時代]","集落","[古墳時代]住居","土師器 土製支脚 ろう石製玉",139.3352492,35.71278556
1320700200,13207,"2","けいめいがくえんえーいせき","啓明学園A遺跡","昭島市 拝島町五丁目","[縄文時代（中期）]","包蔵地","","縄文土器 打斧 石鏃",139.3355582,35.70946822
1320700300,13207,"3","りゅうしんじひがしいせき","龍津寺東遺跡","昭島市 拝島町四丁目 拝島町五丁目","[縄文時代（中期～後期）][中世]","集落","[縄文時代（早期）]住居 敷石住居 集落 土坑 ピット 埋甕 [中世]溝状遺構","縄文土器 打斧 磨斧 石鏃 石匙 石錘 石皿 磨石 凹石 石棒",139.3413947,35.70647404
1320700400,13207,"4","さかうえいせき","坂上遺跡","昭島市 拝島町四丁目","[縄文時代（中期・晩期][奈良時代][平安時代]","包蔵地","","縄文土器 打斧 石槍 石鏃 掻器 削器 石錘 土師器 須恵器",139.342871,35.7057492
1320700500,13207,"5","","昭島市№5遺跡","昭島市 拝島町一丁目","[平安時代?]","包蔵地","","土師器",139.3487761,35.70558193
1320700600,13207,"6","","昭島市№6遺跡","昭島市 緑町四丁目","[平安時代]","包蔵地","","土師器 須恵器",139.3439009,35.71222803
1320700700,13207,"7","はやしのうえいせき","林ノ上遺跡","昭島市 緑町四丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群 [縄文時代（早期）]土坑","ナイフ形石器 縄文土器 打斧 礫器 石鏃 掻器 石皿 磨石 凹石 敲石",139.3445876,35.71473687
1320700800,13207,"8","はいじまだいさんしょうふきんいせき","拝島第三小附近遺跡","昭島市 松原町三丁目 松原町四丁目 緑町四丁目 緑町五丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.3432593,35.71653896
1320700900,13207,"9","","昭島市№9遺跡","昭島市 緑町二丁目 緑町四丁目","[縄文時代（早期・中期～後期）]","包蔵地","","縄文土器",139.3458235,35.71362184
1320701000,13207,"10","","昭島市№10遺跡","昭島市 緑町四丁目","[縄文時代（早期・後期）]","包蔵地","","縄文土器 剥片",139.3447249,35.71303644
1320701100,13207,"11","","昭島市№11遺跡","昭島市 緑町二丁目","[縄文時代（前期～中期）]","包蔵地","","縄文土器",139.3478148,35.71264618
1320701200,13207,"12","じょうがわらいせき","上川原遺跡","昭島市 上川原町 昭和町四丁目 昭和町五丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[縄文時代（早期）]住居 集石 土坑 ピット","ナイフ形石器 縄文土器 打斧 磨斧 局部磨斧 礫器 尖頭状石器 石鏃 石皿 磨石 スタンプ形石器 凹石 敲石",139.364304,35.709831
1320701300,13207,"13","","昭島市№13遺跡","昭島市 田中町一丁目 大神町二丁目","[縄文時代（中期～後期）][近世]","包蔵地","","縄文土器 銭貨（永楽通宝）",139.3550932,35.70650192
1320701400,13207,"14","じょうどじあと","浄土寺址","昭島市 田中町二丁目 大神町四丁目","[奈良時代][平安時代]","社寺","[時代不明]礎石","直刀",139.3565754,35.69975566
1320701500,13207,"15","","昭島市№15遺跡","昭島市 拝島町六丁目","[縄文時代（早期～前期）]","包蔵地","","礫器",139.3396437,35.69471973
1320701600,13207,"16","","昭島市№16遺跡","昭島市 拝島町六丁目","[縄文時代（早期～前期）]","包蔵地","","縄文土器 磨石 剥片",139.3454459,35.69296311
1320701700,13207,"17","","昭島市№17遺跡","昭島市 大神町","[旧石器時代]","包蔵地","","尖頭器",139.3794033,35.72447999
