"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度"
1321400100,13214,"1","くまのごういせき","熊ノ郷遺跡","国分寺市 西恋ヶ窪三丁目 西恋ヶ窪四丁目","[旧石器時代][縄文時代]","集落","[旧石器時代]石器集中部 礫群","尖頭器 石刃 礫器 剥片",139.4669101,35.70531943
1321400200,13214,"2","こいがくぼいせき","恋ヶ窪遺跡","国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝","(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器",139.4705243,35.70254176
1321400300,13214,"3","こいがくぼみなみいせき","恋ヶ窪南遺跡","国分寺市 西恋ヶ窪一丁目 東恋ヶ窪一丁目 泉町一丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[縄文時代]住居 集石土坑 土坑","縄文土器",139.4736221,35.69993871
1321400500,13214,"5","はねざわいせき","羽根沢遺跡","国分寺市 東恋ヶ窪一丁目、三丁目","[縄文時代（早期・中期）][奈良時代][平安時代]","集落","[縄文時代]住居　敷石住居　集石　土坑　埋甕　[古代]井戸","縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　土製円板　耳飾",139.4739233,35.70318815
1321400600,13214,"6","","国分寺市№6遺跡","国分寺市 本町一丁目 本町二丁目 本多一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.4843142,35.70241947
1321400700,13214,"7","たまらんざかいせき","多摩蘭坂遺跡","国分寺市 内藤一丁目 内藤二丁目","[旧石器時代][縄文時代][奈良時代]","集落","[旧石器時代]ユニット礫群","(旧石器時代)ナイフ形石器 尖頭器 角錐状石器 掻器 彫器 打斧 礫器 敲石 (奈良時代)銭貨 須恵器",139.4577268,35.69368698
1321400800,13214,"8","はなざわにしいせき","花沢西遺跡","国分寺市 本町四丁目 南町三丁目 泉町一丁目 東恋ヶ窪一丁目","[旧石器時代][縄文時代][弥生時代]","集落","[縄文時代]住居 土坑 埋甕","縄文土器 打斧 磨斧 石鏃 石匙 石錐 スタンプ形石器 石棒 弥生土器",139.4680368,35.69935258
1321400900,13214,"9","ひかげやまいせき","日影山遺跡","国分寺市 泉町二丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構","(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦",139.4717981,35.69264697
1321401000,13214,"10","むさしこくぶんじあと（そうにじ）","武蔵国分寺跡（僧尼寺）","国分寺市 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 東元町三丁目 東元町四丁目","[奈良時代][平安時代]","社寺跡","[奈良時代][平安時代]金堂 尼寺金堂 講堂 中門 塔 僧坊 尼坊 鐘楼 憧竿 回廊 住居 掘立柱建物 道路 溝 井戸 [中世]土坑 地下式横穴","土師器 須恵器 土師質土器 陶磁器(緑釉・灰釉・青磁・白磁・三彩・天目) カワラケ 支脚 砥石 石臼 鍬鋤先 鎌 ヤリガンナ 刀子 鉄鏃 紡錘車 土錘 鞴羽口 鈴 陶硯 <U+9299>帯 鬼瓦 軒丸瓦 丸瓦 平瓦 熨斗瓦 面戸瓦 <U+587C> 文様入銅製蓋 観音菩薩立像 銭貨 板碑",139.4668193,35.69189309
1321401100,13214,"11","たきくぼいせき","多喜窪遺跡","国分寺市 西元町二丁目 西元町四丁目","[旧石器時代][縄文時代（中期）]","集落","[縄文時代]住居 土壙","縄文土器 打斧 磨斧 石鏃 掻器 石皿 磨石 スタンプ形石器",139.4674663,35.69221292
1321401200,13214,"12","でんしょうおうじあと","伝祥応寺跡","国分寺市 西元町四丁目","[中世]","社寺","[中世]礫石建物 土塀","須恵器 陶器（灰釉） 瓦 板碑 鉄製風鐸",139.4673256,35.69180171
1321401300,13214,"13","","国分寺市№13遺跡","国分寺市 西元町四丁目","[中世]","修法壇跡か塚","［中世］塚","素焼土器 陶器（灰釉） 銭貨",139.4789428,35.69559391
1321401400,13214,"14","たきくぼよこあなぼぐん","多喜窪横穴墓群","国分寺市 西元町二丁目 西元町四丁目","[奈良時代]","横穴墓","［奈良時代］横穴墓","陶器（緑釉） 鉄釘 木棺 人骨",139.4875978,35.69943317
1321401800,13214,"18","はちまんまえいせき","八幡前遺跡","国分寺市 東元町三丁目","[縄文時代（中期～後期）]","包蔵地","","縄文土器 石錐 浮石",139.4848388,35.69845044
1321401900,13214,"19","むさしこくぶんじあと","武蔵国分寺跡","国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目","[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴","縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 <U+587C>",139.4662512,35.6985094
1321402000,13214,"20","とのがやときたいせき","殿ヶ谷戸北遺跡","国分寺市 南町一丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群","ナイフ形石器 尖頭器 掻器 石核 縄文土器",139.4827089,35.69219995
1321402100,13214,"21","とのがやといせき","殿ヶ谷戸遺跡","国分寺市 南町二丁目 東元町一丁目 二丁目","[旧石器時代][縄文時代（早期・中期）]","集落","[旧石器時代]礫群 [縄文時代]土坑","ナイフ形石器 尖頭器 掻器 石核 縄文土器",139.4854196,35.69257342
1321402200,13214,"22","こいがくぼはいじあと","恋ヶ窪廃寺跡","国分寺市 泉町三丁目","[縄文時代][平安時代][中世]","社寺","[平安時代][中世]礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓","土師器 須恵器 陶器（灰釉） 瓦 板碑 宝筐印塔 銭貨 人骨",139.4853228,35.69644562
