JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度
1311600100,13116,1,ひかわじんじゃうらかいづか,氷川神社裏貝塚,豊島区 池袋本町二丁目　 池袋本町三丁目,[縄文時代（前期〜晩期）][弥生時代][平安時代][近世],包蔵地・貝塚,[近世]土坑　生垣　溝　道　掘立柱建物　作物貯蔵孔　動物埋葬墓　畝状遺構,縄文土器　石斧　石鏃　玉類　土偶　弥生土器　土師器　須恵器　陶磁器　土器　土製品　石製品　金属製品　渡来銭　硝子製品　動物遺体,139.7105424,35.74290873
1311600200,13116,2,いけぶくろひがしかいづか,池袋東貝塚,豊島区 池袋本町三丁目　 池袋本町四丁目,[縄文時代（前期）][古墳時代][奈良時代][平安時代][中世],包蔵地・貝塚,竪穴住居址　ピット　溝状遺構　畠畝　礎石　道,縄文土器　弥生土器　石斧　石皿　凹石　敲石　土師器　須恵器　陶磁器　瓦　金属製品,139.7141473,35.74416267
1311600300,13116,3,がくしゅういんだいがくしゅうへんいせき,学習院大学周辺遺跡,豊島区 目白一丁目　 目白二丁目,[旧石器時代][縄文時代（後期）],包蔵地,整地層　土坑　溝状遺構　石組遺構　畝状遺構,縄文土器　剥片　土師器　陶磁器　土器　土製品　石製品　瓦　硝子製品　金属製品,139.7094095,35.71868978
1311600500,13116,5,そめいいせき,染井遺跡,豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目　 巣鴨五丁目　 駒込一丁目　 駒込二丁目　 駒込三丁目　 駒込四丁目　 駒込五丁目　 駒込六丁目　 駒込七丁目,[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][中世][近世],包蔵地・集落・貝塚・屋敷（大名屋敷）・その他（町屋）,[縄]住居　陥し穴　[弥生時代]方形周溝墓　[中世]道路　[近世]掘立柱建物　方形竪穴　土坑　地下室　門　井戸　畝　溝　柵列　地鎮址　ピット　畝状遺構,縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　舶載磁器　土製品　石製品　硝子製品　金属製品,139.7413728,35.73716819
1311600600,13116,6,すがもいせき,巣鴨遺跡,豊島区 巣鴨一丁目　 巣鴨二丁目　 巣鴨三丁目　 巣鴨四丁目,[縄文時代（中期〜後期）][弥生時代（後期）][近世],包蔵地・集落・屋敷（武家屋敷）・その他（町屋）,[近世]溝状遺構　道路跡　礎石　柱穴列　ピット　土間状遺構　砂利面　埋桶埋設遺構　地下室　焼土整理土坑　ゴミ穴　植栽痕　井戸　土坑　方形竪穴　花壇　掘立柱建物　埋甕　堀　生垣　塀　小穴　硬化面,縄文土器　弥生土器　須恵器　陶磁器　近世土器　近世陶磁器　舶載磁器　国産陶磁器　土製品　石製品　金属製品　木製品　ガラス製品　銭貨　フイゴの羽口　貝　骨角製品　樹脂製品　土器　瓦　磁製品　陶製品　動物遺体,139.735708,35.73549611
1311600700,13116,7,きたおおつかいせき,北大塚遺跡,豊島区 北大塚一丁目,[縄文時代][古墳時代][近世],包蔵地・屋敷（大名屋敷）,[近世]方形竪穴　塀　生垣　溝　畝　祭祀遺構,縄文土器　土師器　陶磁器　土器　土製品　石製品　金属製品　銭貨,139.731995,35.733017
1311600800,13116,8,こまごめいっちょうめいせき,駒込一丁目遺跡,豊島区 駒込一丁目,[縄文時代（中期）][弥生時代（後期）][近世],包蔵地・集落・その他（町屋）,[縄]土坑　[弥生時代]竪穴住居址　[近世]ピット群　塀　生垣　溝状遺構　堀　区画施設　畠畝　ゴミ穴　礎石建物列　廃棄坑　防空壕　雨水処理　溝　鍛冶関係遺構　胞衣埋納遺構　地鎮遺構　地下室　貯蔵穴　池　井戸　埋設管　煉瓦枡　甕埋設遺構,縄文土器　打製石斧　磨製石斧　弥生土器　土師器　須恵器　中世陶器　磁器　陶器　土器　土製品　瓦　石製品　金属製品　銭貨　硝子製品　動物遺体,139.7494409,35.73394593
1311600900,13116,9,こまごめこふん,駒込古墳,豊島区 駒込一丁目,[古墳時代],古墳,,紡錘車　勾玉　金環,139.7497842,35.73425248
1311601000,13116,10,ながさきいっちょうめしゅうへんいせき,長崎一丁目周辺遺跡,豊島区 長崎一丁目　 西池袋四丁目,[中世][近世],包蔵地,富士塚留石　大型溝　溝状遺構　長方形土坑　硬化面　円形土坑　畝跡　ゴミ穴　井戸　畝　植栽痕　礎石建物群,縄文土器　土師器　須恵器　板碑　近・現代陶磁器　富士講石碑群　縄文土器　金属製品　瓦　ガラス　金属器　銭貨　木製品,139.6951273,35.72769262
1311601100,13116,11,たかまついせき,高松遺跡,豊島区 高松二丁目　 高松三丁目,[縄文時代（中期？）][平安時代？][近世],包蔵地,,縄文土器　打斧　陶器　ナイフ形石器　弥生土器　磁器　陶器　土器　土製品　瓦　石製品　金属製品　硝子製品,139.6983545,35.73959264
