"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度"
1311000100,13110,"1","とうきょうだいがくこまばこうないいせき","東京大学駒場構内遺跡","目黒区 駒場三丁目","[旧石器時代][縄文時代（草創期～早期・中期・晩期）][平安時代][近世]","集落","[旧石器時代]礫群　[縄文時代]住居　集石　　炉穴　土坑　小穴[平安時代]火葬墓　[近世]土坑　小穴","縄文土器　打製石斧　剥片　平安時代土器",139.6851627,35.66038101
1311000200,13110,"2","こまばいせき","駒場遺跡","目黒区 駒場二丁目　駒場四丁目","[旧石器時代][縄文時代（早期～後期）]","包蔵地","[縄文時代]土坑","縄文土器　打斧　石鏃　石皿",139.6804591,35.65884679
1311000300,13110,"3","ひかわいせき","氷川遺跡","目黒区 大橋二丁目","［旧石器時代］[縄文時代（早期～後期）][弥生時代（前期～後期）][古墳時代][奈良時代][平安時代][中世][近世]［近代］","集落 その他（軍施設）","[縄文時代]土坑　小穴　炉穴　陥穴　[弥生時代～古墳時代]竪穴住居跡　堀立柱建物跡　土坑　小穴　[平安時代]火葬墓　溝　[近世]溝　土坑　小穴　［近代］煉瓦構造物","縄文土器　剥片　打製石斧　石鏃　スタンプ形石器　磨石　石皿　弥生土器　弥生時代末～古墳時代初期土器　金属製品　土製品　奈良時代須恵器　平安時代土器　瓦　板状鉄製品　中近世陶磁器　釘　鎹　銭貨　近代陶磁器　ガラス製品　金属製品　銭貨　?　煉瓦",139.6875316,35.65337917
1311000400,13110,"4","こまばこうこういせき","駒場高校遺跡","目黒区 大橋二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石棒",139.6854716,35.65477401
1311000500,13110,"5","ひなたいせき","日向遺跡","目黒区 青葉台一丁目　 上目黒一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧　石鏃",139.6994455,35.64762793
1311000600,13110,"6","おおさかしたいせき","大坂下遺跡","目黒区 青葉台三丁目","[縄文時代（中期）]","包蔵地","","縄文土器　剥片",139.6915147,35.65273328
1311000700,13110,"7","きゅうれんぺいじょういせき","旧練兵場遺跡","目黒区 東山一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石斧　石鏃　土錘　土偶",139.6910341,35.64628877
1311000800,13110,"8","ひがしやまかいづかいせき","東山貝塚遺跡","目黒区 東山二丁目　東山三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][平安時代][中世][近世][近代]","集落　貝塚　その他（軍施設）","[旧石器時代]礫群　石器ブロック　[縄文時代]竪穴住居跡　土坑　土壙　土器埋設遺構　落し穴　木杭列　植物遺存体集中　小穴　柱穴群　[弥生時代]竪穴住居跡　溝　土坑　[古墳時代]土坑　[中世]溝　[近世]溝　土坑　［近代］地下式遺構　煉瓦構造物　溝","縄文土器　土偶　土製円盤　土器片錘　打製石斧　磨製石斧　弥生土器　古墳時代土器　陶磁器　細石刃　尖頭器　剥片　角錐状石器　削器　石鏃　敲石　石皿　垂飾　掻器　凹石　磨石　砥石　スタンプ形石器　石剣　石錐　石棒　土版　土製勾玉　耳栓　土錘　土玉　弭形角製品　ヤス状刺突具　骨針　浮子 （平安時代）　瓦　（近代）陶磁器　ガラス製品　鉄製品",139.6866739,35.64782322
1311000900,13110,"9","からすもりいせき","烏森遺跡","目黒区 上目黒三丁目","[縄文時代（中期～後期）][弥生時代（後期）]","集落","[縄文時代]竪穴住居跡　[弥生時代]環濠","縄文土器　打製石斧　磨製石斧　石槍　石錐　石錘　石槌　石皿　凹石　石鏃　敲石　弥生土器　土製品　軽石　被熱粘土塊",139.6915834,35.64333137
1311001000,13110,"10","じんじゃうらいせき","神社裏遺跡","目黒区 上目黒三丁目","[旧石器時代]","包蔵地","","尖頭器",139.6939866,35.64352667
1311001100,13110,"11","しょうがくじまえいせき","正覚寺前遺跡","目黒区 中目黒一丁目　中目黒三丁目　上目黒一丁目　上目黒二丁目","[弥生時代（後期）]","包蔵地","","弥生土器",139.7008531,35.64288496
1311001200,13110,"12","しんふじいせき","新富士遺跡","目黒区 中目黒一丁目　中目黒二丁目","[縄文時代（早期～前期）][弥生時代（中期）]［近世］","集落","[弥生時代]住居　[近世]富士講胎内遺構　溝　道路状遺構","縄文土器　弥生土器　面子　銭貨　石製大日如来像　磨製石斧　陶磁器",139.7051446,35.64402888
1311001300,13110,"13","はちまんじんじゃうらいせき","八幡神社裏遺跡","目黒区 中目黒三丁目","[縄文時代（中期～後期）]","包蔵地","","縄文土器　打斧　石匙　石皿　玉類",139.6997201,35.63989954
1311001400,13110,"14","えいりゅうじとうほういせき","永隆寺東方遺跡","目黒区 中目黒四丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧　磨斧　石鏃　石錐　石皿　凹石　石棒",139.70281,35.63666288
1311001500,13110,"15","なかめぐろいせき","中目黒遺跡","目黒区 中目黒四丁目　中目黒五丁目　目黒三丁目","[旧石器時代][縄文時代（早期～後期）][中世][近世]","集落","[旧石器時代]礫群　石器群　石器ブロック　[縄文時代]住居　土坑[近世]溝状遺構　畝状遺構　落とし穴状遺構","ナイフ形石器　尖頭器　角錐状石器　掻器　剥片　縄文土器　打斧　礫器　石鏃　石槌　石皿　スタンプ形石器　敲石　煙管　磨石　火打石　土器片錘　陶磁器　土製円盤　瓦　石刃　凹石　磨製石斧",139.7015397,35.63607692
1311001600,13110,"16","ゆうてんじとうほういせき","祐天寺東方遺跡","目黒区 中目黒五丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石棒",139.697983,35.635895
1311001700,13110,"17","きゅうこんぴらしゃいせき","旧金比羅社遺跡","目黒区 目黒三丁目","[縄文時代]","包蔵地","","打斧",139.7054879,35.63275639
1311001800,13110,"18","おおつかやまこふん","大塚山古墳","目黒区 目黒四丁目","[古墳時代]","古墳","円墳","",139.701523,35.632854
1311001900,13110,"19","がじょえんいせき","雅叙園遺跡","目黒区 下目黒一丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧",139.7136411,35.63236011
1311002000,13110,"20","めぐろふどういせき","目黒不動遺跡","目黒区 下目黒三丁目　下目黒四丁目","[縄文時代（早期～後期）][弥生時代（後期）]","集落","[縄文時代]住居　集石　土坑　[弥生時代]住居","縄文土器　土器片錘　打製石斧　石鏃　石錘　土版　弥生土器",139.7075822,35.62857065
1311002100,13110,"21","きゅうけいばじょういせき","旧競馬場遺跡","目黒区 下目黒四丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石斧　石槌",139.7057626,35.63130536
1311002200,13110,"22","あぶらめんいせき","油面遺跡","目黒区 中町一丁目　中町二丁目　中央町一丁目　中央町二丁目","[縄文時代（中期～後期）][近世]","集落","[縄文時代]住居　小穴","縄文土器　打斧　石鏃　石匙　石錐　石槌　石皿　凹石　玉類　大形玉器　石棒　石剣　陶磁器　楔形石器　剥片　敲石　スタンプ形石器　磨製石斧　滑石製装飾品　土製円盤　土器片錘　銭貨",139.6955316,35.63208669
1311002300,13110,"23","めぐろこうこううらいせき","目黒高校裏遺跡","目黒区 祐天寺二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧　磨斧　石槌",139.693815,35.63694191
1311002400,13110,"24","あぶらめんにしいせき","油面西遺跡","目黒区 中央町二丁目","[縄文時代]","包蔵地","","打斧　磨斧",139.6906907,35.63242154
1311002500,13110,"25","きつねづかこふん","狐塚古墳","目黒区 碑文谷二丁目","[古墳時代]","古墳","方墳?","",139.6888711,35.62368702
1311002600,13110,"26","さんごうづか","三合塚","目黒区 南一丁目","[時期不明]","その他（塚群）","","",139.6881545,35.61344615
1311002700,13110,"27","たかぎじんじゃうらいせき","高木神社裏遺跡","目黒区 南二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　打斧　石鏃　石棒",139.6873649,35.61685121
1311002800,13110,"28","ふじみだいいせき","富士見台遺跡","目黒区 南三丁目","[縄文時代（中期）]","包蔵地","","縄文土器　石斧　石鏃　石槌　石棒",139.6853049,35.61325077
1311002900,13110,"29","みなみいせき","南遺跡","目黒区 南三丁目","[縄文時代（早期・中期～後期）][平安時代][中世][近世]","集落","[縄文時代]住居　炉穴　土坑　小穴","[縄文時代]縄文土器　打製石斧　石鏃　石槌　石棒　磨製石斧　抉入磨石　土製円盤　[平安時代]須恵器　土師器　[中世]土師質土器　[近世]陶器",139.6873992,35.61210641
