JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1311216000,13112,160,ひがしざんやいせき,東山野遺跡,世田谷区 砧二丁目 砧四丁目,[旧石器時代][縄文時代（早期・中期）][近世],集落,[旧石器時代]ブロック 礫群 [縄文時代]ピット [近世]土坑,石器 剥片 礫 縄文土器 石器 陶磁器 煙管
1311216100,13112,161,なかはらいせき,中原遺跡,世田谷区 代田五丁目,[古墳時代],包蔵地,,土錘
1311216200,13112,162,しもきたざわほんむらいせき,下北沢本村遺跡,世田谷区 代沢二丁目 代沢三丁目,[弥生時代],包蔵地,,弥生土器
1311216300,13112,163,つるまきさんやいせき,弦巻山谷遺跡,世田谷区 弦巻四丁目,[縄文時代],包蔵地,,石鏃
1311216500,13112,165,おおはらいせき,大原遺跡,世田谷区 野毛三丁目,[縄文時代（前期～中期）][古墳時代][近世],集落,,縄文土器 石器 陶器
1311216700,13112,167,おくさわじょうあと,奥沢城跡,世田谷区 奥沢七丁目,[中世],城館,※遺跡範囲のすべてが、世田谷区指定史跡奥沢城跡となっています。 [中世]空堀 土塁,縄文土器? 陶磁器
1311216800,13112,168,しものげねいせき,下野毛根遺跡,世田谷区 野毛一丁目 野毛二丁目,[縄文時代（前期～後期）][古墳時代][中世][近世],集落,[縄文時代]屋外炉 土坑 ピット [古墳時代]周溝 [中世][近世]土坑 溝,縄文土器 石器 土師器 埴輪 土師質土器 玉類（水晶製切子玉、ガラス製小玉） 人骨
1311217200,13112,172,こうげんいんいせき,高源院遺跡,世田谷区 北烏山五丁目,[縄文時代],包蔵地,,縄文土器
1311217500,13112,175,きゅうでんきたいせき,給田北遺跡,世田谷区 給田五丁目,[縄文時代][近世],包蔵地,,縄文土器 陶器
1311217700,13112,177,きゅうでんみなみいせき,給田南遺跡,世田谷区 給田二丁目,[奈良時代][平安時代][近世],包蔵地,,土師器 陶器
1311217800,13112,178,からすやまちゅうがっこういせき,烏山中学校遺跡,世田谷区 南烏山四丁目,[旧石器時代][縄文時代（中期）],集落,,尖頭器
1311217900,13112,179,せんたくじいせき,泉沢寺遺跡,世田谷区 南烏山二丁目 粕谷二丁目 粕谷四丁目,[中世][近世],社寺,,板碑 陶器
1311218000,13112,180,かわもとごるふじょういせき,川本ゴルフ場遺跡,世田谷区 祖師谷六丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311218100,13112,181,つりがねいけひがしいせき,釣鐘池東遺跡,世田谷区 祖師谷五丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311218200,13112,182,つりがねいけみなみいせき,釣鐘池南遺跡,世田谷区 祖師谷五丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器 石器
1311218300,13112,183,そしみなみいせき,祖師南遺跡,世田谷区 祖師谷三丁目,[奈良時代][平安時代],包蔵地,,土師器 陶器
1311218400,13112,184,のじまけいせき,野島家遺跡,世田谷区 千歳台五丁目,[近世],民家跡,[近世]礎石下遺構 カマド,陶磁器 カワラケ 擂鉢 砥石 飾金具 塗彩木棒 銭貨
1311218500,13112,185,ふなばしかんのんどうづか,船橋観音堂塚,世田谷区 船橋一丁目,[中世][近世],塚,,
1311218600,13112,186,ながさかいせき,長坂遺跡,世田谷区 成城四丁目,[中世],出土地,単独出土地,板碑
1311218800,13112,188,なかのしまいせき,中の島遺跡,世田谷区 成城四丁目,[縄文時代][古墳時代][中世],集落,,縄文土器 土師器 陶磁器
1311218900,13112,189,ふどうばしおうけつ（ぼ）ぐん,不動橋横穴（墓）群,世田谷区 成城三丁目 成城四丁目,[古墳時代],横穴墓,16基,人骨 須恵器 耳環 勾玉 鍔付金銅装大刀
1311219000,13112,190,なかのしんめいいせき,中神明遺跡,世田谷区 成城三丁目,[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][近世],集落,[旧石器時代]ブロック 礫群 配石 [古墳時代]住居 [縄文時代]住居址 土坑 ピット 集石 [近世]溝,旧石器 縄文土器 弥生土器 土師器 須恵器 瓦質土器 陶磁器 須恵器
1311219100,13112,191,まえごうちいせき,前河内遺跡,世田谷区 喜多見一丁目 喜多見二丁目,[奈良時代][平安時代][中世],包蔵地,,須恵器 板碑
1311219200,13112,192,おおがわらいせき,大河原遺跡,世田谷区 喜多見二丁目,[中世],包蔵地,,
1311219300,13112,193,うなねかわはらいせき,宇奈根河原遺跡,世田谷区 宇奈根二丁目,[中世],包蔵地,,板碑
