JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13117000100,13117,1,うきまいせき,浮間遺跡,北区 浮間四丁目,[弥生時代][平安時代][中世],包蔵地,[中世]溝,弥生土器　土師器　須恵器　陶磁器
13117000200,13117,2,うきまふそうどうねつないいせき,浮間扶桑動熱内遺跡,北区 浮間四丁目,[弥生時代],包蔵地,,弥生土器　磨斧　有角石斧
13117000300,13117,3,どうやまおうけつぼ,堂山横穴墓,北区 赤羽北一丁目,[古墳時代][奈良時代],横穴墓,,
13117000400,13117,4,ふくろていちいせき,袋低地遺跡,北区 赤羽北一丁目　赤羽北二丁目,[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],包蔵地・貝塚,[縄文時代]集石群　自然流路　貝塚　[古墳時代][奈良時代][平安時代]土坑　溝址　井戸址　[中世][近世]土坑　溝址　井戸址,縄文土器　石錘　土錘　漆塗土器　朱漆木製耳栓　牙製装飾品　石棒　石器　弥生土器　土師器　須恵器　陶磁器類　独木舟　漆器　飾り弓　銭貨
13117000500,13117,5,あかばねだいいせき,赤羽台遺跡,北区 赤羽台四丁目,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]石器ブロック　[縄文時代]住居址　集石　炉穴　土坑　[弥生時代]環濠　方形周溝墓　土坑　住居址　[古墳時代]住居址　溝状遺構　[奈良時代][平安時代]住居址　掘立柱建物址　特殊遺構　[平安時代]住居　[中世]土坑　地下式土坑溝　[中世][近世]地下式壙　溝址　[近世]地下室　溝　[近代]近衛工兵隊関連施設,旧石器　石器　縄文土器　石斧　礫器　有舌尖頭器　石鏃　敲石　弥生土器　ガラス玉　土師器　須恵器　鉄器　蔵骨器　板碑　陶磁器類
13117000600,13117,6,あかばねだいこふんぐん,赤羽台古墳群,北区 赤羽台四丁目,[古墳時代],古墳,円墳　[古墳時代]周溝　横穴式石室,土師器　須恵器　鉄器　刀子　埴輪　玉類　直刀　金環　銀環　金銅製金具　弓金具
13117000700,13117,7,あかばねだいおうけつぼぐん,赤羽台横穴墓群,北区 赤羽台四丁目,[奈良時代],横穴墓,,須恵器　人骨
13117000800,13117,8,きりがおかいせき,桐ヶ丘遺跡,北区 赤羽北三丁目　桐ヶ丘一丁目　桐ヶ丘二丁目,[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代],集落,[旧石器時代]礫群　[縄文時代][弥生時代][古墳時代][奈良時代][平安時代]住居,石器　縄文土器　弥生土器　土師器　須恵器　鎌　刀子　砥石　鉄滓
13117000900,13117,9,あかばねうえのだいいせき,赤羽上ノ台遺跡,北区 赤羽台一丁目,[縄文時代（早期）][弥生時代][奈良時代][平安時代],集落,[縄文時代]炉穴　[奈良時代]住居　掘立柱建物　溝,縄文土器　弥生土器　石器　土師器　須恵器
13117001000,13117,10,みたまこふん,ミタマ古墳,北区 赤羽台一丁目,[古墳時代],古墳,円墳?　[古墳時代]石棺?,直刀?
