JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1320400100,13204,1,あいしーゆーこうないいせきぐん,ICU構内遺跡群,三鷹市 大沢三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石,石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器
1320400200,13204,2,のがわこうえんいせき,野川公園遺跡,三鷹市 大沢三丁目,[旧石器時代][縄文時代（中期）][近世],包蔵地,,縄文土器　陶磁器
1320400300,13204,3,さかうえいせき,坂上遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～後期）],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　敷石住居　集石　集石土坑　溝状遺構,石器　縄文土器　石器　土偶
1320400400,13204,4,さかうえおうけつぼぐん,坂上横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,人骨　獣骨
1320400500,13204,5,さかしたいせき,坂下遺跡,三鷹市 大沢六丁目,[縄文時代（中期）][近世],包蔵地,,縄文土器　石器　陶磁器
1320400600,13204,6,でやまいせき,出山遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　集石　集石土坑　炉穴　土坑　溝状遺構,石器　縄文土器　石器　土師器　須恵器　カワラケ　陶磁器
1320400700,13204,7,でやまおうけつぼぐん,出山横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,須恵器　人骨
1320400800,13204,8,あいそううらいせき,相曽浦遺跡,三鷹市 大沢二丁目,[縄文時代（前期～中期）][近世],包蔵地,集石　配石　溝状遺構,縄文土器　石器　陶磁器
1320400900,13204,9,とびばしいせき,飛橋遺跡,三鷹市 大沢六丁目,[縄文時代（中期）],包蔵地,,縄文土器　石器
1320401000,13204,10,のみずばしいせき,野水橋遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期・中期）][中世],包蔵地,,石器　縄文土器　石器　板碑
1320401100,13204,11,のみずばしおうけつぼぐん,野水橋横穴墓群,三鷹市 大沢二丁目,[古墳時代][奈良時代],横穴墓,,土師器　須恵器　人骨
1320401200,13204,12,てんもんだいこうないいせき,天文台構内遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット,石器　縄文土器　石器　土師器　陶磁器
1320401300,13204,13,てんもんだいこうないこふん,天文台構内古墳,三鷹市 大沢二丁目,[古墳時代][奈良時代],古墳,,
1320401400,13204,14,ふるはちまんいせき,古八幡遺跡,三鷹市 大沢二丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石,石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材
1320401500,13204,15,しもはらいせき,下原遺跡,三鷹市 大沢四丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代],包蔵地,[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝,石器　縄文土器　須恵器　陶磁器　鉄製品
1320401600,13204,16,しみずばしいせき,清水橋遺跡,三鷹市 大沢四丁目,[縄文時代（中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）
1320401700,13204,17,しもっぱたいせき,下畠遺跡,三鷹市 大沢四丁目,[縄文時代（中期）],包蔵地,,縄文土器
1320401800,13204,18,はらいせき,原遺跡,三鷹市 大沢一丁目,[旧石器時代][縄文時代（草創期～中期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　集石　集石土坑　溝状遺構　[時代不明]ピット,石器　縄文土器　石器　土製円板　人形状土製品　陶磁器　銭貨
1320401900,13204,19,はらおうけつぼぐん,原横穴墓群,三鷹市 大沢一丁目,[古墳時代][奈良時代],横穴墓,4基,人骨
1320402000,13204,20,はねざわだいいせき,羽根沢台遺跡,三鷹市 大沢一丁目　 大沢四丁目,[旧石器時代][縄文時代（早期～中期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]集石　集石土坑　炉穴　[時代不明]土坑　ピット　溝状遺構,ナイフ形石器　斧形石器　敲石　台石　礫　縄文土器　打斧　磨斧　石皿　磨石　スタンプ形石器　けつ状耳飾　陶磁器　銭貨
1320402100,13204,21,はねざわだいおうけつぼぐん,羽根沢台横穴墓群,三鷹市 大沢四丁目,[古墳時代][奈良時代],横穴墓,,薬壺形須恵器　人骨　銭貨
1320402200,13204,22,おとうざかおうけつぼぐん,御塔坂横穴墓群,三鷹市 大沢四丁目,[古墳時代][奈良時代][近世],横穴墓,,土師器　須恵器　人骨　陶器
1320402300,13204,23,ながくぼいせき,長久保遺跡,三鷹市 新川六丁目,[旧石器時代][縄文時代（早期・中期）][近世],包蔵地,[旧石器時代]ユニット　[縄文時代]土坑　[近世]土坑　ピット　地下室　溝　[時代不明]皿鉢状遺構,石器　縄文土器　石器　陶磁器　ガラス製品
1320402400,13204,24,ながしまいせき,長嶋遺跡,三鷹市 新川三丁目　 新川六丁目,[旧石器時代][縄文時代（早期・中期～後期）][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]集石　炉穴　陥し穴　[時代不明]ピット　溝状遺構,石器　縄文土器　陶磁器　石製品　銭貨　人骨
1320402500,13204,25,みなみだいいせき,南台遺跡,三鷹市 新川六丁目,[縄文時代（前期～中期）][平安時代][近世],包蔵地,,縄文土器　須恵器　磁器
