JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13201000100,13201,1,おんがたちく№18いせき,恩方地区№18遺跡,八王子市 上恩方町,[縄文時代（中期）],包蔵地,,縄文土器
13201000200,13201,2,ふるやど（おんがたちく№17）いせき,振宿（恩方地区№17）遺跡,八王子市 上恩方町,[縄文時代（中期）],包蔵地,,縄文土器
13201000300,13201,3,たかどめ（おんがたちく№16）いせき,高留（恩方地区№16）遺跡,八王子市 上恩方町,[縄文時代（中期）][近世],包蔵地,,縄文土器　打斧　磨斧　陶磁器
13201000400,13201,4,みやのした（おんがたちく№15）いせき,宮ノ下（恩方地区№15）遺跡,八王子市 上恩方町,[縄文時代],包蔵地,,打斧
13201000500,13201,5,うえのくぼ（おんがたちく№14）いせき,上ノ久保（恩方地区No.14)遺跡,八王子市 上恩方町,[縄文時代（中期）][近世],包蔵地,,縄文土器　陶磁器
13201000600,13201,6,ちからいしいせき,力石遺跡,八王子市 上恩方町,[縄文時代（早期?後期）],集落,[縄文時代]住居　炉穴　陥し穴　土坑,縄文土器　打斧　石鏃　削器　石匙　ピエス・エスキーユ　磨石　抉入磨石　剥片
13201000700,13201,7,おんがたちく№20いせき,恩方地区No.20遺跡,八王子市 上恩方町,[古墳時代],包蔵地,,土師器
13201000800,13201,8,おんがたちく№20いせき,恩方地区No.19遺跡,八王子市 上恩方町,[縄文時代（中期）],包蔵地,,縄文土器
13201000900,13201,9,どうどころ（おんがたちく№22）いせき,堂所（恩方地区No.22）遺跡,八王子市 上恩方町　 裏高尾町,[縄文時代（前期）],包蔵地,,縄文土器
13201001000,13201,10,おんがたちく№21いせき,恩方地区No.21遺跡,八王子市 上恩方町,[縄文時代],包蔵地,,剥片
13201001100,13201,11,きつねづか（おんがたちく№12）いせき,弧塚（恩方地区№12）遺跡,八王子市 上恩方町,[縄文時代（早期?後期）][近世],集落,[縄文時代]住居,縄文土器　打斧　磨斧　ナイフ形石器　石槍　石鏃　削器　石匙　敲石　土製円板　石製垂飾　青磁
13201001200,13201,12,くろぬた（おんがたちく№11）いせき,黒沼田（恩方地区No.11）遺跡,八王子市 上恩方町,[縄文時代（中期）][近世],包蔵地,,縄文土器　石鏃　磁器
13201001300,13201,13,おんがたちく№10いせき,恩方地区No.10遺跡,八王子市 小津町,[縄文時代],包蔵地,,土器
13201001400,13201,14,みや（おんがたちく№9）いせき,ミヤ（恩方地区No.9)遺跡,八王子市 小津町,[縄文時代（中期？）],包蔵地,,磨斧
13201001500,13201,15,ひかげいせき,日影遺跡,八王子市 上川町,[縄文時代（前期?中期）][近世],集落,,縄文土器　打斧　陶磁器
13201001600,13201,16,,八王子市№16遺跡,八王子市 上川町,[縄文時代（中期）][古墳時代][近世],包蔵地,,縄文土器　土師器　陶磁器
13201001700,13201,17,とざわうえいせき,戸沢上遺跡,八王子市 上川町,[縄文時代（前期?中期）][古墳時代][近世],包蔵地,,縄文土器　打斧　石鏃
13201001800,13201,18,とうないりうえのはらいせき,十内入上原遺跡,八王子市 上川町　 川口町,[縄文時代（早期・中期?後期）],集落,[縄文時代]敷石住居?,縄文土器
13201001900,13201,19,とのいりひがしいせき,十内入東遺跡,八王子市 川口町,[縄文時代（早期?中期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　炉穴　集石　土坑　[古墳時代]土坑　[中近]建物跡　地下式坑　墓坑　土坑,縄文土器　石器　陶磁器　漆器　銭貨　金属製品
13201002000,13201,20,,八王子市№20遺跡,八王子市 上川町,[縄文時代（早期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器
13201002100,13201,21,,八王子市№21遺跡,八王子市 上川町,[縄文時代（中期）][近世],包蔵地,,縄文土器　石匙　円盤石器　剥片　陶磁器
13201002200,13201,22,,八王子市№22遺跡,八王子市 上川町,[縄文時代（早期?中期）][古墳時代][奈良時代][平安時代][近世],包蔵地,,剥片　縄文土器　土師器　陶磁器
13201002300,13201,23,,八王子市№23遺跡,八王子市 川口町,[縄文時代（早期?後期）][古墳時代][近世],包蔵地,,縄文土器　土師器　陶磁器
13201002400,13201,24,,八王子市№24遺跡,八王子市 川口町,[縄文時代（中期）],包蔵地,,縄文土器
13201002500,13201,25,みやたいせき,宮田遺跡,八王子市 川口町,[縄文時代（前期?後期）][古墳時代][近世],集落,[縄文時代]住居　敷石住居　土坑,縄文土器　打斧　磨斧　石鏃　土錘　土製円板　土偶　炭化材　土師器　須恵器　陶磁器
13201002600,13201,26,,八王子市№26遺跡,八王子市 川口町,[縄文時代（早期・中期）][古墳時代],包蔵地,,縄文土器　剥片　土師器
13201002700,13201,27,かわぐちょうととのいだいいせき・かわぐちし（かわぐち）たてあと,川口町調井台遺跡・川口氏（川口）館跡,八王子市 川口町,[縄文時代（早期?後期）][弥生時代][古墳時代][平安時代][近世],集落,[縄文時代]住居　[弥生時代]住居,縄文土器　打斧　石鏃　磨石　弥生土器　土師器　須恵器
13201002800,13201,28,,八王子市№28遺跡,八王子市 川口町,[古墳時代],横穴墓？,,
13201002900,13201,29,ととのいこふん,調井古墳,八王子市 川口町,[古墳時代][奈良時代],古墳,,
13201003000,13201,30,,八王子市№30遺跡,八王子市 川口町,[古墳時代],墳墓,,
13201003100,13201,31,かわぐちこふん,川口古墳,八王子市 川口町,[奈良時代],古墳,円墳,鉄鏃　小刀
13201003200,13201,32,なかはらいせき,中原遺跡,八王子市 川口町,[縄文時代（前期?後期）][古墳時代][平安時代][中世][近世],集落,[縄文時代]住居,縄文土器　打斧　石鏃　石匙　石錘　磨石　凹石　耳飾　須恵器　蔵骨器　陶磁器
13201003400,13201,34,いぬめこうのはらいせき,犬目甲の原遺跡,八王子市 犬目町　 中野町,[縄文時代（早期?中期）][弥生時代（後期）][古墳時代][平安時代],集落,[弥生時代]住居　方形周溝墓　[古墳時代]住居　[平安時代]住居,縄文土器　弥生土器　鏃形石製品　鉄製有孔円板　ガラス小玉　土師器　須恵器　鉄釘　鉄鏃　鉄製工具　土錘　火打金　鉄滓　炭化種子
13201003500,13201,35,へんな（おんがたちく№6）いせき,辺名（恩方地区No.6)遺跡,八王子市 下恩方町,[縄文時代（前期?後期）][平安時代][近世],包蔵地,,縄文土器　打斧　石鏃　石皿　石剣　有頭石斧　土偶　土師器
13201003600,13201,36,うえじゅく（おんがたちく№5）いせき,上宿（恩方地区No.5)遺跡,八王子市 下恩方町,[縄文時代（早期?後期）][平安時代][中世],集落,[縄文時代]住居　配石状遺構　土坑　[時代不明]溝　土坑　集石　石組遺構,縄文土器　石器　土製品　土師器　陶磁器　板碑　石臼　銭貨
13201003700,13201,37,,八王子市№37遺跡,八王子市 下恩方町,[中世][近世],生産遺跡,鍛冶工房?,
13201003800,13201,38,おんがたちく,恩方地区No.8遺跡,八王子市 下恩方町,[縄文時代（前期?後期）][古墳時代][平安時代][近世],集落,[縄文時代]住居　焼土　土坑,縄文土器　打斧　石鏃　石皿　磨石　凹石　砥石　土錘　土製円板　石剣　土偶　土師器　須恵器　陶磁器　泥人形
13201004000,13201,40,まつたけ（おんがたちく№7）いせき,松竹（恩方地区No.7)遺跡,八王子市 下恩方町,[縄文時代（中期）][平安時代][近世],包蔵地,,縄文土器　須恵器　陶磁器
13201004100,13201,41,ふかざわいせき,深沢遺跡,八王子市 下恩方町　 西寺方町,[縄文時代（早期?後期）][弥生時代][平安時代][近世],集落,[縄文時代]敷石住居　集石土坑　焼土　土坑　[平安時代]住居　土坑,縄文土器　打斧　磨斧　石槍　石鏃　掻器　石錐　石錘　石皿　磨石　凹石　剥片　土製円板　石棒　土版　弥生土器　土師器　陶磁器
13201004200,13201,42,はちおうじじょうあと,八王子城跡,八王子市 元八王子町三丁目　 下恩方町,[縄文時代（中期）][中世][近世],城館,[中世]掘立柱建物　土間状遺構　腰曲輪　[近世]建物　方形竪穴　土坑　庭園　井戸　溝　石段　踊場　堀　造成面　土塁　石垣,縄文土器　石皿　陶磁器（国産・舶載）　カワラケ　鉄砲玉　釘　鉄片　鏡　砥石　石臼　羽口　坩堝　刀装具　レースガラス　毛抜き　鋲　銭貨　土弾　鉄滓　漆椀　木炭
13201004300,13201,43,おんがたちく№1いせき,恩方地区No.1遺跡,八王子市 西寺方町,[縄文時代（中期?後期）],包蔵地,,縄文土器　石器
13201004400,13201,44,,八王子市№44遺跡,八王子市 西寺方町,[縄文時代],包蔵地,,縄文土器
13201004500,13201,45,おんがたちく№2いせき,恩方地区No.2遺跡,八王子市 西寺方町,[縄文時代（中期?後期）][奈良時代][平安時代],集落,,縄文土器　磨斧　土師器
13201004600,13201,46,おだの（おんがたちく№3）いせき,小田野(恩方地区No.3)遺跡,八王子市 西寺方町,[縄文時代（早期?後期）][古墳時代][平安時代][中世][近世],集落,[縄文時代]敷石住居　集石土坑　[平安時代]土坑　集石　河道,縄文土器　打斧　磨斧　石槍　土師器　須恵器　陶磁器
13201004700,13201,47,とぶきいせき,戸吹遺跡,八王子市 戸吹町,[縄文時代（前期?中期）][平安時代][近世],集落,[縄文時代]住居　土坑,縄文土器　刃器　剥片　土師器　須恵器　土製碁石
13201004800,13201,48,,八王子市№48遺跡,八王子市 戸吹町,[縄文時代（中期）],集落,[縄文時代]敷石住居,縄文土器
13201004900,13201,49,くぬぎやついせき,椚谷遺跡,八王子市 戸吹町,[縄文時代（早期・中期）][平安時代][近世],包蔵地・集落,[縄文時代]住居　敷石住居,縄文土器　打斧　磨斧　土製円板　石棒　土師器　須恵器　陶磁器
13201005100,13201,51,,八王子市№51遺跡,八王子市 高月町,[縄文時代（前期）],包蔵地,,縄文土器　打斧
13201005200,13201,52,,八王子市№52遺跡,八王子市 高月町,[縄文時代（早期）],包蔵地,,縄文土器
13201005300,13201,53,たかつきじょうあと・はちおうじし№54いせき,高月城跡・八王子市№54遺跡,八王子市 高月町,[縄文時代（前期?後期）][中世],包蔵地・城館,[中世]空堀　土塁　曲輪,縄文土器　陶器　鉄砲鉛弾　釘
13201005500,13201,55,たきやまじょうあと,滝山城跡,八王子市 高月町　 加住町一丁目　 丹木町一丁目　 丹木町二丁目　 丹木町三丁目,[中世],城館,[中世]本丸　千畳敷　二の丸　三の丸　掘立柱建物　土間状遺構　敷石遺構　堀　曲輪　整地面,陶磁器　カワラケ　鉄砲玉　釘　羽口　土玉　鉄滓
13201005600,13201,56,みやしたいせき,宮下遺跡,八王子市 宮下町,[縄文時代（前期?中期）][古墳時代][平安時代][近世],集落,[縄文時代]住居　竪穴状遺構　集石土坑　[古墳時代]住居　土坑,縄文土器　石器　土製品　土師器　須恵器　陶磁器　鉄製品　炭化材
13201005700,13201,57,,八王子市№57遺跡,八王子市 加住町二丁目,[縄文時代（中期）][中世][近世],包蔵地,,縄文土器
13201005800,13201,58,おおまちいせき,大町遺跡,八王子市 丹木町一丁目,[縄文時代（前期?中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　貯蔵穴,縄文土器　打斧　磨斧　石鏃　掻器　石皿　磨石　凹石　砥石　土偶　土製品　彩色土器　絵画土器　土師器　陶磁器
13201005900,13201,59,のくぼいせき,野久保遺跡,八王子市 丹木町一丁目　 梅坪町,[縄文時代（前期?中期）][平安時代][中世][近世],集落,[縄文時代]住居,縄文土器　土師器　陶磁器
13201006000,13201,60,,八王子市№60遺跡,八王子市 滝山町一丁目,[奈良時代][平安時代],包蔵地,,土師器
13201006100,13201,61,,八王子市№61遺跡,八王子市 滝山町一丁目,[奈良時代][平安時代],包蔵地,,土師器　須恵器
13201006200,13201,62,,八王子市№62遺跡,八王子市 滝山町一丁目,[縄文時代（早期?前期）],包蔵地,,縄文土器　磨石　剥片
13201006300,13201,63,,八王子市№63遺跡,八王子市 滝山町一丁目,[縄文時代（中期?後期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器
13201006400,13201,64,,八王子市№64遺跡,八王子市 滝山町一丁目,[縄文時代（早期・中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　土師器　須恵器　陶磁器
13201006500,13201,65,,八王子市№65遺跡,八王子市 滝山町二丁目,[縄文時代（早期?後期）][奈良時代][平安時代],包蔵地,,土師器
13201006600,13201,66,,八王子市№66遺跡,八王子市 滝山町二丁目,[縄文時代（後期）][奈良時代][平安時代],包蔵地,,縄文土器　土師器
13201006700,13201,67,はんざくぼいせき,半蔵窪遺跡,八王子市 滝山町二丁目,[縄文時代（早期?後期）][平安時代],集落,[縄文時代]住居　集石遺構　炉穴　陥し穴　土坑　溝状遺構　配石遺構　[平安時代]住居,縄文土器　打斧　礫器　石鏃　掻器　石匙　石皿　磨石　土師器
13201006800,13201,68,,八王子市№68遺跡,八王子市 滝山町二丁目,[縄文時代（早期?前期）],包蔵地,,縄文土器　礫器
13201006900,13201,69,,八王子市№69遺跡,八王子市 滝山町二丁目,[縄文時代（中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　土師器　須恵器　陶磁器
13201007000,13201,70,うつぎむこうはらいせき,宇津木向原遺跡,八王子市 宇津木町　 尾崎町,[縄文時代（前期?中期）][弥生時代][古墳時代],集落,[縄文時代]住居　土坑　配石　[弥生時代]住居　方形周溝墓　円形周溝　[古墳時代]住居,縄文土器　打斧　弥生土器　土師器　炭化米籾　炭化物
13201007100,13201,71,,八王子市№71遺跡,八王子市 宇津木町,[縄文時代（早期?中期）][平安時代],包蔵地,,縄文土器　打斧　石皿　土師器　紡錘車
13201007301,13201,73-1,うつぎだいいせきぐんえーちく,宇津木台遺跡群A地区,八王子市 平町,[縄文時代（早期?中期）][古墳時代][近世],集落・（経）塚,[縄文時代]住居 竪穴状遺構 集石 焼土 土坑 [古墳時代]住居 集石 土坑 遺物集中地点,縄文土器 打斧 磨斧 礫器 石鏃 石匙 石皿 磨石 スタンプ形石器 凹石 敲石 剥片 土師器 鉄鏃 磨石 石臼 石杵 編み石 紡錘車 支脚 剣形石製模造品
13201007302,13201,73-2,うつぎだいいせきぐんびーちく,宇津木台遺跡群B地区,八王子市 平町 宇津木町,[縄文時代（前期?中期）],集落,[縄文時代]住居　集石　集石土坑　炉穴　焼土　土坑,縄文土器
13201007303,13201,73-3,うつぎだいいせきぐんしーちく,宇津木台遺跡群C地区,八王子市 平町 宇津木町,[縄文時代（早期?中期）][弥生時代（前期?中期）][古墳時代][奈良時代][平安時代][近世],集落・塚（経塚）,[縄文時代]住居　集石　炉穴　陥し穴　土坑　遺物集中　[弥生時代]焼土　[古墳時代]住居　集石　土坑　[平安時代]住居　[近世]住居　土坑,縄文土器　打斧　礫器　石皿　磨石　ピエス・エスキーユ　抉入磨石　剥片石器　弥生土器　土師器　須恵器
13201007304,13201,73-4,うつぎだいいせきぐんでぃーちく,宇津木台遺跡群D地区,八王子市 宇津木町,[旧石器時代][奈良時代],集落・塚（経塚）,[旧石器時代]]遺物集中 炭化物集中 [縄文時代]住居 集石 集石土坑 炉穴 焼土 陥し穴 土坑 [古墳時代]住居 土坑 円形土坑 [平安時代]住居 集石 土坑 円形土坑 井戸 [中世]井戸 地下式横穴 溝 [中世][近世]掘立柱建物 集石土坑 墓壙 配石,ナイフ形石器 尖頭器 石刃 台形石器 削器 礫器 敲石 磨石 石核 縄文土器 礫器 磨石 スタンプ形石器 土師器 須恵器 支脚 鉄器 紡錘車 土玉 陶磁器 燈明皿 砥石 石臼 農工具 金具 煙管 ガラス瓶 くし 仏具 数珠 碁石 石盤 土人形 銭貨 板碑 五輪塔 墓石 人骨
13201007305,13201,73-5,うつぎだいいせきぐんいーちく,宇津木台遺跡群E地区,八王子市 宇津木町　 石川町,[縄文時代（早期?後期）][古墳時代][平安時代],集落,[縄文時代]住居　集石土坑　炉穴　焼土　土坑　[時代不明]土坑　配石墓　溝状遺構,縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石皿　磨石　スタンプ形石器　抉入磨石　凹石　剥片　焼礫　土師器　須恵器　陶器　釘　銭貨
13201007306,13201,73-6,うつぎだいいせきぐんえふちく,宇津木台遺跡群F地区,八王子市 宇津木町,[縄文時代（早期?中期）],集落,[縄文時代]住居　集石土坑　炉穴　土坑,縄文土器　打斧　磨石　剥片
13201007307,13201,73-7,うつぎだいいせきぐんじーちく,宇津木台遺跡群G地区,八王子市 宇津木町,[縄文時代（早期?中期）],集落,[縄文時代]炉穴 焼土 陥し穴 土坑,縄文土器 打斧 礫器 石皿 磨石 スタンプ形石器 抉入磨石 敲石
13201007308,13201,73-8,うつぎだいいせきぐんえいちちく,宇津木台遺跡群H地区,八王子市 石川町,[縄文時代][平安時代][中世][近世],集落,[縄文時代]集石土坑　[平安時代]住居　溝　[中世]溝　[近世]柱穴　溝　墓,
13201007309,13201,73-9,うつぎだいいせきぐんあいちく,宇津木台遺跡群I地区,八王子市 宇津木町　 平町,[縄文時代（早期?晩期）][弥生時代（前期?中期）][弥生時代][奈良時代][平安時代][近世],集落,[縄文時代]住居　集石土坑　炉穴　焼土　陥し穴　土坑　[古墳時代]住居　[奈良時代]住居　円形土坑　[平安時代]住居　[近世]土坑　[時代不明]土坑,縄文土器　打斧　磨斧　礫器　石鏃　掻器　石錐　石錘　石皿　磨石　スタンプ形石器　抉入磨石　凹石　弥生土器　土師器　須恵器　土製支脚　砥石　刀子　編み石　玉類
13201007310,13201,73-10,うつぎだいいせきぐんじぇいちく,宇津木台遺跡群J地区,八王子市 平町,[縄文時代（早期?晩期）][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]集石　集石土坑　土坑　[古墳時代]住居　[奈良時代]住居　[平安時代]住居　[古墳時代][奈良時代][平安時代]土坑　[近世]柱穴　[時代不明]住居　建物　溝状遺構,縄文土器　打斧　礫器　石鏃　掻器　石錐　石皿　磨石　土師器　須恵器　陶器（灰釉）　磁器　支脚　砥石　編み石　鉄鎌　鉄釘　鉄鏃　陶製紡錘車　土錘　鞴羽口　土製品　鉄滓　木製品（鋤）
13201007311,13201,73-11,うつぎだいいせきぐんけーちく（こみやこふん）,宇津木台遺跡群K地区（小宮古墳）,八王子市 宇津木台 小宮町,[縄文時代（早期?中期・晩期）][弥生時代][古墳時代][平安時代],集落・墳墓（円墳）・墓地,円墳 [縄文時代]住居 集石 集石土坑 土坑 [古墳時代]横穴式石室 [平安時代]火葬墓,縄文土器 打斧 磨斧 礫器 石鏃 掻器 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 弥生土器 須恵器 鉄釘 鉄製品
13201007312,13201,73-12,うつぎだいいせきぐんえるちく,宇津木台遺跡群L地区,八王子市 宇津木台,[縄文時代（早期?晩期）][古墳時代][平安時代],集落,[縄文時代]集石土坑　[古墳時代]住居　[平安時代]住居　[時代不明]集石　焼土　土坑,縄文土器　打斧　礫器　石鏃　掻器　石皿　磨石　抉入磨石　凹石　敲石　石製品　焼礫　土師器　須恵器　鉄鎌　鉄鏃　刀子　砥石　紡錘車　支脚　鞴羽口　玉　勾玉　轡　銅製品　土製品
13201007313,13201,73-13,うつぎだいいせきぐんえむちく,宇津木台遺跡群M地区,八王子市 小宮町 石川町,[縄文時代（早期?後期）][弥生時代][平安時代],集落,[縄文時代]集石 炉穴 焼土 陥し穴 土坑 [弥生時代]土坑 [中世]溝状遺構,縄文土器 打斧 磨斧 礫器 石鏃 石皿 磨石 スタンプ形石器 抉入磨石 凹石 敲石 弥生土器
13201007314,13201,73-14,うつぎだいいせきぐんえぬちく,宇津木台遺跡群N地区,八王子市 小宮町,[縄文時代（早期?前期）][古墳時代][近世],集落,[縄文時代]住居 集石 集石土坑 土坑 [古墳時代]住居,縄文土器 打斧 石鏃 石皿 磨石 抉入磨石 剥片石器 土製円板 陶器（灰釉・天目） ホウロク 石臼
13201007500,13201,75,たいらちょうびーちてんいせき,平町B地点遺跡,八王子市 丸山町,[縄文時代（前期?中期）][古墳時代],包蔵地,,縄文土器　土師器
13201007800,13201,78,みねいせき,美根遺跡,八王子市 丸山町,[縄文時代（前期?中期）][古墳時代],集落,[縄文時代]住居,縄文土器　打斧　礫器　石鏃　磨石
