JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13213000100,13213,1,,東村山№1遺跡,東村山市 多摩湖町三丁目,[縄文時代（中期）],包蔵地・集落,,縄文土器
13213000200,13213,2,やけべやまいせき,宅部山遺跡,東村山市 多摩湖町四丁目,[縄文時代（中期）][奈良時代],包蔵地・その他（瓦塔）,[奈良時代]瓦塔基壇,縄文土器　石器　瓦塔
13213000300,13213,3,,東村山市№3遺跡,東村山市 多摩湖町二丁目,[奈良時代],包蔵地,,土師器　須恵器
13213000400,13213,4,,東村山市№4遺跡,東村山市 多摩湖町二丁目,[縄文時代（中期）],包蔵地,,縄文土器　打製石斧　楔形石器
13213000500,13213,5,,東村山市№5遺跡,東村山市 多摩湖町一丁目,[縄文時代（中期）][古墳時代][奈良時代][中世],包蔵地,,縄文土器　剥片　土師器　須恵器　陶器　磁器
13213000700,13213,7,ひなたきた,日向北遺跡,東村山市 多摩湖町一丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世],集落,[縄文時代]住居　[古墳時代]住居,尖頭器　縄文土器　打製石斧　磨製石斧　石鏃　石錐　敲石　土錘　垂飾　石棒　石剣　紡錘車　耳栓　土偶　剥片　残核　焼獣骨　弥生土器　土師器　須恵器　陶器　磁器
13213001000,13213,10,ひなたづか（ひとみづか）,日向塚（人見塚）,東村山市 多摩湖町一丁目,[時代不明],その他（塚）,,縄文土器　打製石斧　土師器　須恵器
13213001100,13213,11,,東村山市№11遺跡,東村山市 廻田町三丁目,[縄文時代（中期）],包蔵地,,縄文土器　石鏃
13213001200,13213,12,,東村山市№12遺跡,東村山市 廻田町三丁目,[縄文時代（中期）],包蔵地,,縄文土器
13213001700,13213,17,なかのわり（ひなた）いせき,中の割(日向)遺跡,東村山市 多摩湖町一丁目　 廻田町三丁目　 廻田町四丁目,[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世],集落,［縄文時代］竪穴住居跡　敷石住居　土坑 集石土坑　配石,ナイフ形石器　尖頭器　釉石刃　剥片　残核　縄文土器　耳栓　土製円盤　ミニチュア土器　打製石斧　磨製石斧　石鏃　楔形石器　石棒　敲石　磨石兼敲石　スクレイパー　石皿　台石　石皿兼台石　剥片　残核　弥生土器　瓦　土師器　須恵器　陶器　磁器　板碑
13213001800,13213,18,,東村山市№18遺跡,東村山市 諏訪町三丁目,[縄文時代（中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世],包蔵地,,縄文土器　磨製石斧　石皿　剥片　弥生土器　土師器　須恵器　陶器
13213001900,13213,19,,東村山市№19遺跡,東村山市 諏訪町三丁目,[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世],包蔵地,,縄文土器　剥片　土師器　須恵器　陶器
13213002000,13213,20,,東村山市№20遺跡,東村山市 諏訪町三丁目,[縄文時代（中期）],包蔵地,,縄文土器
13213002100,13213,21,,東村山市№21遺跡,東村山市 諏訪町三丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器　須恵器　瓦
13213002200,13213,22,,東村山市№22遺跡,東村山市 野口町四丁目　 諏訪町二丁目,[縄文時代（早期・中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　打製石斧　敲石　土師器
13213002300,13213,23,,東村山市№23遺跡,東村山市 諏訪町二丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器
13213002400,13213,24,,東村山市№24遺跡,東村山市 諏訪町二丁目,[縄文時代（中期）],包蔵地,,縄文土器　打製石斧　剥片
13213002500,13213,25,,東村山市№25遺跡,東村山市 諏訪町二丁目,[縄文時代（中期）],包蔵地,,縄文土器
