"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品"
1330800100,13308,1,"とずらいせき","留浦遺跡","奥多摩町 原","[縄文時代（中期）]","包蔵地","","縄文土器　石鏃　石匙"
1330800200,13308,2,"ささひらいせき","笹平遺跡","奥多摩町 原","[縄文時代（中期～後期）]","包蔵地","","縄文土器　石鏃"
1330800300,13308,3,"あなはたいせき","穴畑遺跡","奥多摩町 原","[縄文時代（中期～後期）]","包蔵地","","縄文土器　土師器"
1330800400,13308,4,"ほんだいせき","本田遺跡","奥多摩町 原","[縄文時代（早期～前期）]","包蔵地","","縄文土器　尖頭状石器　石鏃"
1330800500,13308,5,"みなみいせき","南遺跡","奥多摩町 原","[縄文時代（中期～後期）]","包蔵地","","縄文土器　有茎石鏃"
1330800600,13308,6,"こうちむかいいせき","河内向遺跡","奥多摩町 原","[縄文時代（中期）]","包蔵地","","縄文土器"
1330800700,13308,7,"かみごうちだいらいせき","上河内平遺跡","奥多摩町 原","[縄文時代（中期～後期）]","集落","[縄文時代]敷石住居","縄文土器　打斧　磨斧　石鏃　石錘　石皿　石棒"
1330800800,13308,8,"しもこうちだいらいせき","下河内平遺跡","奥多摩町 原","[縄文時代（前期）]","包蔵地","","縄文土器　石鏃　石匙　石錐　敲石"
1330800900,13308,9,"しもこうちむかいいせき","下河内向遺跡","奥多摩町 原","[縄文時代（前期）]","包蔵地","","縄文土器"
1330801000,13308,10,"ゆばたいがんおおぬたいせき","湯場対岸大沼田遺跡","奥多摩町 原","[縄文時代（前期～中期）]","包蔵地","","縄文土器　石鏃"
1330801100,13308,11,"いでのいせき","出野遺跡","奥多摩町 原","[縄文時代（中期）]","包蔵地","","縄文土器"
1330801400,13308,14,"どうじょうがやといせき","堂場谷戸遺跡","奥多摩町 原","[縄文時代（中期～後期）]","集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　石錘"
1330801500,13308,15,"とちよりいせき","栃寄遺跡","奥多摩町 原","[縄文時代（前期・後期）]","包蔵地","","縄文土器"
1330801600,13308,16,"ふくつぎいせき","福次遺跡","奥多摩町 留浦","[縄文時代（中期）]","包蔵地","","縄文土器"
1330801700,13308,17,"とちよりまえなっちいせき","栃寄前夏地遺跡","奥多摩町 境","[縄文時代（前期）]","包蔵地","","縄文土器"
1330801800,13308,18,"うりだいらいせき","うり平遺跡","奥多摩町 氷川","[縄文時代]","包蔵地","","石鏃　剥片　土師器"
1330801900,13308,19,"きぬがさいせき","絹笠遺跡","奥多摩町 氷川絹笠","[縄文時代（中期）]","包蔵地","","縄文土器"
1330802000,13308,20,"とちくぼいせき","栃久保遺跡","奥多摩町 氷川","[平安時代]","包蔵地","","土師器"
1330802100,13308,21,"みなみひかわいせき","南氷川遺跡","奥多摩町 氷川","[縄文時代（中期～後期）]","集落","[縄文時代]住居　敷石住居","縄文土器　石斧　石皿　磨石"
1330802200,13308,22,"みなみひかわでんわきょくいせき","南氷川電話局遺跡","奥多摩町 氷川","[縄文時代（中期）]","包蔵地","","縄文土器"
1330802300,13308,23,"とけっぱらいせき","登計原遺跡","奥多摩町 氷川","[縄文時代（前期～中期）][平安時代]","集落","[縄文時代]住居　配石土坑　[平安時代]住居","縄文土器　石鏃　石匙　剥片　土師器　須恵器　陶器　砥石　釘　炭化材　炭化種子"
1330802400,13308,24,"しろまるにしのだいらいせき","白丸西の平遺跡","奥多摩町 白丸","[縄文時代（早期～後期）][平安時代][中世]","集落","[縄文時代]住居　敷石住居　[平安時代]住居　[中世]住居　円形土坑","縄文土器　打斧　磨斧　尖頭器　石鏃　石匙　滑石製垂玉　須恵器"
1330802500,13308,25,"うえかみいせき","うえかみ遺跡","奥多摩町 白丸","[縄文時代（中期）]","包蔵地","",""
1330802600,13308,26,"うなざわなかのいせき","海沢中野遺跡","奥多摩町 海沢","[平安時代]","包蔵地","[平安時代]焼土","土師器"
1330802700,13308,27,"しものはらいせき","下野原遺跡","奥多摩町 海沢","[縄文時代（中期～後期）]","集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　石匙　磨石　土製円板　管玉　獣骨"
1330802800,13308,28,"なかなつぢいせき","中夏地遺跡","奥多摩町 棚沢","[縄文時代（中期～後期）]","包蔵地","","縄文土器　打斧　石鏃　石匙"
1330802900,13308,29,"どうのさわいせき","堂の沢遺跡","奥多摩町 棚沢","[縄文時代（中期）]","包蔵地","","磨斧"
1330803000,13308,30,"さかしたいせき","坂下遺跡","奥多摩町 棚沢","[縄文時代（中期）]","包蔵地","","縄文土器"
1330803100,13308,31,"すまいどいせき","住安戸遺跡","奥多摩町 棚沢","[縄文時代（前期～中期）][平安時代?]","包蔵地","","縄文土器　打斧　石鏃　石匙　土師器　須恵器"
1330803200,13308,32,"てらさわいせき","寺沢遺跡","奥多摩町 棚沢","[縄文時代]","包蔵地","","小形異形石器"
1330803300,13308,33,"すんにわいせき","寸庭遺跡","奥多摩町 小丹波","[縄文時代（前期～後期）][奈良時代][平安時代]","包蔵地","","縄文土器　石鏃　石匙　石錐　磨石　須恵器"
1330803400,13308,34,"さくらくぼいせき","桜久保遺跡","奥多摩町 小丹波","[縄文時代（前期～中期）]","包蔵地","","縄文土器　打斧　石鏃"
1330803500,13308,35,"みなみのはらいせき","南の原遺跡","奥多摩町 小丹波","[縄文時代（早期～中期）][平安時代]","包蔵地","","縄文土器　打斧　石鏃　石匙　土師器　須恵器"
1330803600,13308,36,"さきがやといせき","先ヶ谷戸遺跡","奥多摩町 小丹波","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　石鏃　土師器　須恵器　墨書土器"
1330803700,13308,37,"たきのだいらいせき","滝の平遺跡","奥多摩町 小丹波","[縄文時代（中期・晩期）]","包蔵地","","縄文土器　打斧　石鏃　石棒　石剣　硬玉塊"
1330803800,13308,38,"くまがいだいらいせき","熊谷平遺跡","奥多摩町 丹三郎","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器　磨斧　土師器"
1330803900,13308,39,"すいじんまえいせき","水神前遺跡","奥多摩町 丹三郎","[縄文時代（中期）][平安時代?]","包蔵地","","縄文土器　打斧　土師器　須恵器"
1330804000,13308,40,"まつばいせき","松葉遺跡","奥多摩町 川井","[縄文時代]","包蔵地","","剥片"
1330804100,13308,41,"あなざわいせき","穴沢遺跡","奥多摩町 川井","[縄文時代（中期？）]","包蔵地","","磨石　凹石　石棒"
1330804200,13308,42,"たけのはないせき","竹の花遺跡","奥多摩町 川井","[縄文時代（中期～後期）][平安時代]","包蔵地","","縄文土器　打斧　石匙　須恵器"
1330804300,13308,43,"にしいせき","西遺跡","奥多摩町 梅沢","[縄文時代]","包蔵地","","磨石　石棒"
1330804400,13308,44,"ひがしだいらいせき","東平遺跡","奥多摩町 梅沢","[縄文時代（中期）]","集落","[縄文時代]炉?","縄文土器　打斧　磨斧"
1330804500,13308,45,"うえのだいらいせき","上の平遺跡","奥多摩町 梅沢","[縄文時代（中期）]［平安時代］","包蔵地","","縄文土器　須恵器"
1330804600,13308,46,"やくわいせき","八桑遺跡","奥多摩町 大丹波","[縄文時代（中期）]","集落","[縄文時代]炉?","縄文土器"
1330804700,13308,47,"いりやがやいせき","入屋ヶ谷遺跡","奥多摩町 大丹波","[縄文時代（中期）]","集落？","[縄文時代]住居?","縄文土器"
1330804800,13308,48,"みなみだいらいせき","南平遺跡","奥多摩町 大丹波","[縄文時代（後期）]","包蔵地","","縄文土器"
1330804900,13308,49,"まるやまいせき","丸山遺跡","奥多摩町 大丹波","[縄文時代（前期）]","包蔵地","","縄文土器　石匙"
1330805000,13308,50,"みねはたいせき","峰畑遺跡","奥多摩町 氷川","[縄文時代]","包蔵地","","石鏃"
1330805100,13308,51,"たなざわみねいせき","棚沢峰遺跡","奥多摩町 棚沢","[縄文時代（中期）]","包蔵地","","縄文土器                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            50"
