JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1311212900,13112,129,にしおか7ごうふん,西岡7号墳,世田谷区 野毛二丁目,[古墳時代],古墳,,
1311213000,13112,130,とどろきけいこくおうけつぼぐん,等々力渓谷横穴墓群,世田谷区 等々力一丁目,[古墳時代],横穴墓群,,土師器 須恵器 刀子 ガラス玉 耳環 人骨
1311213100,13112,131,にしおか3ごうふん,西岡3号墳,世田谷区 等々力三丁目,[中世],その他（塚）,,鉄鏃 鉄刀 仏像
1311213200,13112,132,にしおか4ごうふん,西岡4号墳,世田谷区 等々力三丁目,[古墳時代],古墳,円墳,柄鏡
1311213300,13112,133,にしおか9ごうふん,西岡9号墳,世田谷区 等々力一丁目,[古墳時代],古墳,円墳,
1311213400,13112,134,みたけさん（にしおか10ごうふん）こふん,御岳山(西岡10号墳)古墳,世田谷区 等々力一丁目,[古墳時代],古墳,円墳 [古墳時代]ピット 溝 周溝 粘土槨,土師器 須恵器 埴輪 七鈴鏡 直刀 短甲 円筒埴輪 形象埴輪
1311213500,13112,135,だいにちづか（にしおか11ごうふん）,大日塚（西岡11号墳）,世田谷区 等々力二丁目,[古墳時代],古墳,円墳,
1311213600,13112,136,きつねづか（にしおか12ごうふん）こふん,狐塚(西岡12号墳)古墳,世田谷区 尾山台二丁目,[古墳時代],古墳,円墳 [古墳時代]葺石 埴輪列,須恵器 埴輪
1311213700,13112,137,おやまきたはらづか（にしおか13ごうふん）,尾山北原塚（西岡13号墳）,世田谷区 尾山台二丁目,[古墳時代],古墳,円墳 [古墳時代]古墳周溝,円筒埴輪
1311213800,13112,138,はちまんづか（にしおか14ごうふん・しんめいづか）こふん,八幡塚(西岡14号墳・神明塚)古墳,世田谷区 尾山台二丁目,[古墳時代][中世],古墳,円墳,土師器 ヤリガンナ 銙帯金具 刀身 石製模造品 銅鏡 直刀 鉄槍 鉄鏃 ガラス小玉
1311213900,13112,139,てんぎょうづかこふん,天慶塚古墳,世田谷区 尾山台一丁目,[古墳時代],古墳,帆立貝ないし造出付円墳 [古墳時代]古墳周溝,鉄鏃 ヤリガンナ 金具 鉄器 匂玉 直刀 銙帯飾板 石製模造品 経筒 人骨 円筒埴輪 壷形埴輪 土師器 縄文土器 土師質土器
1311214000,13112,140,にしおか16ごうふん,西岡16号墳,世田谷区 尾山台一丁目,[古墳時代],古墳,円墳,須恵器
1311214100,13112,141,にしおか17ごうふん,西岡17号墳,世田谷区 尾山台一丁目,[古墳時代],古墳,円墳,直刀
1311214200,13112,142,だいおんじやまいせき,大音寺山遺跡,世田谷区 奥沢一丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311214300,13112,143,すわやまいせき,諏訪山遺跡,世田谷区 奥沢一丁目 奥沢三丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世],集落,[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝,縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨
1311214400,13112,144,はちまんまえいせき,八幡前遺跡,世田谷区 奥沢五丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器
1311214500,13112,145,おくさわだいいせき,奥沢台遺跡,世田谷区 奥沢六丁目 玉川田園調布二丁目,[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][古墳時代][近世],集落,[縄文時代]住居 竪穴 炉 屋外炉 土坑 ピット [弥生時代]住居 [古墳時代]竪穴 [近世]ピット 土坑 井戸 溝,縄文土器 石器 けつ状耳飾 石棒 石製品 土製品 礫 弥生土器 陶磁器
1311214600,13112,146,やまねいせき,山根遺跡,世田谷区 玉川田園調布一丁目 尾山台一丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311214700,13112,147,にしおかじゅうはちごうふん,西岡18号墳,世田谷区 玉川田園調布一丁目,[古墳時代],古墳,円墳,直刀
1311215200,13112,152,そしきたいせき,祖師北遺跡,世田谷区 祖師谷四丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311215300,13112,153,せいじょうみなみいせき,成城南遺跡,世田谷区 成城一丁目 成城二丁目,[縄文時代（早期・中期）],集落,[縄文時代]住居 炉 土坑 ピット [近世]溝,縄文土器 石器
1311215400,13112,154,せいじょうえきいせき,成城駅遺跡,世田谷区 成城二丁目 成城六丁目,[縄文時代（中期）][古墳時代],集落,[縄文時代]土坑 [古墳時代]住居址,縄文土器 剥片 土師器
1311215500,13112,155,ふどうばし・ふどうざかいせき,不動橋・不動坂遺跡,世田谷区 成城三丁目 成城四丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代],集落,[古墳時代]住居 [時期不明]集石 焼土 土坑 井戸,石器 縄文土器 石器 土師器
1311215800,13112,158,にしだいいせき,西台遺跡,世田谷区 成城九丁目,[縄文時代（中期）],集落,[縄文時代]住居 ピット,縄文土器 石器
1311215900,13112,159,きたみじんやいせき,喜多見陣屋遺跡,世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池,石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓
