JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13222000100,13222,1,,東久留米市№1遺跡,東久留米市 下里一丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222000200,13222,2,みやまえきいせき,宮前遺跡,東久留米市 下里二丁目,［旧石器時代］[縄文時代（中期）],集落,[縄文時代]住居　土坑,縄文土器　石器
13222000300,13222,3,しんやまいせき,新山遺跡,東久留米市 下里三丁目,［旧石器時代］[縄文時代（中期）][平安時代],集落,[縄文時代]住居跡　土坑　配石　[平安時代]住居跡　[時代不明]窯状遺構,ナイフ形石器　剥片　縄文土器　打斧　磨斧　石鏃　石錐　石皿　磨石　凹石　土製円板　土師器
13222000400,13222,4,にししもさといせき,西下里遺跡,東久留米市 下里四丁目,[旧石器時代][縄文時代（早期）],包蔵地,,ナイフ形石器　台形石器　縄文土器
13222000500,13222,5,,東久留米市№5遺跡,東久留米市 下里五丁目,[旧石器時代][縄文時代（中期）],包蔵地,,ナイフ形石器　縄文土器
13222000600,13222,6,さかしたいせき,坂下遺跡,東久留米市 下里七丁目,[旧石器時代][縄文時代（中期）],包蔵地,,ナイフ形石器　石刃　縄文土器
13222000700,13222,7,しもざとほんむらいせき,下里本邑遺跡,東久留米市 野火止三丁目,[旧石器時代][縄文時代（早期～中期）][弥生時代][奈良時代][平安時代]［近世］,集落,[旧石器時代]石器礫群　[縄文時代]住居跡　土坑　[弥生時代]土坑　方形周溝墓　[奈良時代]住居　[平安時代]住居,ナイフ形石器　尖頭器　細石刃　細石刃核　局部磨斧　礫器　細石器　縄文土器　弥生土器　土師器
13222000800,13222,8,しんめいやまいせき,神明山遺跡,東久留米市 中央町二丁目,[旧石器時代][縄文時代（中期）],包蔵地,[旧石器時代]礫群,ナイフ形石器　石刃　礫器　縄文土器
13222000900,13222,9,,東久留米市№9遺跡,東久留米市 中央町五丁目,[旧石器時代][縄文時代（前期～中期）],包蔵地,,尖頭器　縄文土器
13222001000,13222,10,だいいちしょうがっこういせき,第一小学校遺跡,東久留米市 中央町六丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群　[縄文時代]住居　土坑,ナイフ形石器　石錘　縄文土器　石器
13222001100,13222,11,こやまだいいせき,小山台遺跡,東久留米市 小山一丁目　 小山二丁目　 小山三丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代],集落,[縄文時代]住居,ナイフ形石器　縄文土器　打斧　弥生土器
13222001200,13222,12,,東久留米市№12遺跡,東久留米市 氷川台一丁目,[旧石器時代][縄文時代（早期～前期）],包蔵地,,ナイフ形石器　縄文土器
13222001300,13222,13,,東久留米市№13遺跡,東久留米市 金山町一丁目　 氷川台二丁目,[旧石器時代][縄文時代（中期）],包蔵地,,礫器　縄文土器
13222001400,13222,14,じゆうがくえんみなみいせき,自由学園南遺跡,東久留米市 学園町一丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]ブロック　礫群　[縄文時代]住居　集石　炉穴　土坑　ピット　柄鏡形遺構,ナイフ形石器　尖頭器　角錐状石器　台形石器　楔形石器　掻器　削器　彫器　石錐　石斧　礫器　敲石　磨石　石核　剥片　縄文土器　打斧　有茎尖頭器　石鏃　石棒
13222001500,13222,15,じゆうがくえんきたいせき,自由学園北遺跡,東久留米市 学園町一丁目,[旧石器時代][縄文時代（早期～後期）],集落,[旧石器時代]礫群,ナイフ形石器　尖頭器　縄文土器
13222001600,13222,16,,東久留米市№16遺跡,東久留米市 本町四丁目,[旧石器時代][縄文時代],包蔵地,,尖頭器　縄文土器
13222001700,13222,17,,東久留米市№17遺跡,東久留米市 浅間町一丁目,[旧石器時代][縄文時代（早期～中期）],包蔵地,,縄文土器
13222001800,13222,18,さんかくやまいせき,三角山遺跡,東久留米市 浅間町二丁目,[旧石器時代][縄文時代（早期～後期）],集落,[旧石器時代]礫群,ナイフ形石器　尖頭器　縄文土器　有茎尖頭器
13222001900,13222,19,,東久留米市№19遺跡,東久留米市 浅間町二丁目,[縄文時代（早期～中期）],包蔵地,,縄文土器
13222002000,13222,20,かわにしいせき,川西遺跡,東久留米市 浅間町三丁目,[縄文時代（早期～中期）],集落,[縄文時代]住居,縄文土器　石鏃
13222002100,13222,21,,東久留米市№21遺跡,東久留米市 柳窪一丁目,[旧石器時代][縄文時代（中期）],包蔵地,,尖頭器　削器　縄文土器
13222002200,13222,22,やなぎくぼいせき,柳窪遺跡,東久留米市 柳窪二丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222002300,13222,23,,東久留米市№23遺跡,東久留米市 柳窪五丁目,[旧石器時代][縄文時代（前期）],包蔵地,,ナイフ形石器　縄文土器
13222002400,13222,24,じとうやまいせき,地頭山遺跡,東久留米市 南沢二丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群　[縄文時代]住居,尖頭器　縄文土器
13222002500,13222,25,,東久留米市№25遺跡,東久留米市 南沢二丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222002600,13222,26,ひかわだいみょうじんしゃまえいせき,氷川大明神社前遺跡,東久留米市 南沢三丁目,[縄文時代（早期～前期）],包蔵地,,縄文土器
13222002700,13222,27,,東久留米市№27遺跡,東久留米市 南沢三丁目,[縄文時代（早期～前期）],包蔵地,,縄文土器
13222002800,13222,28,たかやなぎいせき,高柳遺跡,東久留米市 南沢三丁目,[旧石器時代][縄文時代（中期）],包蔵地,,ナイフ形石器　石刃　縄文土器
13222002900,13222,29,はちまんじんじゃいせき,八幡神社遺跡,東久留米市 南沢三丁目,[縄文時代（前期～後期）],包蔵地,,縄文土器
13222003000,13222,30,かさまつざかいせき,笠松坂遺跡,東久留米市 南沢三丁目,[旧石器時代][縄文時代（中期）],包蔵地,,ナイフ形石器　石刃　縄文土器
13222003100,13222,31,,東久留米市№31遺跡,東久留米市 南沢一丁目　 学園町一丁目,[縄文時代（早期・中期）][弥生時代],包蔵地,,縄文土器　弥生土器
13222003200,13222,32,,東久留米市№32遺跡,東久留米市 下里二丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222003300,13222,33,なかまるまえいせき,中丸前遺跡,東久留米市 中央町一丁目,[縄文時代（早期～中期）],包蔵地,[縄文時代]集石　土坑,縄文土器　磨斧　礫器　石鏃　磨石　スタンプ形石器
13222003400,13222,34,,東久留米市№34遺跡,東久留米市 幸町三丁目　 幸町四丁目,[旧石器時代][縄文時代（早期～中期）],包蔵地,,尖頭器　縄文土器
13222003500,13222,35,,東久留米市№35遺跡,東久留米市 幸町二丁目,[旧石器時代][縄文時代（早期・中期～後期）],包蔵地,,縄文土器
13222003600,13222,36,,東久留米市№36遺跡,東久留米市 幸町三丁目,[旧石器時代][縄文時代（早期）],包蔵地,,剥片　縄文土器
13222003700,13222,37,こやまごちょうめいせき,小山五丁目遺跡,東久留米市 小山五丁目,[旧石器時代][縄文時代（中期）],包蔵地,[旧石器時代]礫群,ナイフ形石器　縄文土器
13222003800,13222,38,,東久留米市№38遺跡,東久留米市 氷川台一丁目,[旧石器時代][縄文時代（前期）],包蔵地,,剥片　縄文土器
13222003900,13222,39,,東久留米市№39遺跡,東久留米市 金山町二丁目,[旧石器時代][縄文時代（早期～中期）],包蔵地,,剥片　縄文土器
13222004000,13222,40,,東久留米市№40遺跡,東久留米市 南沢一丁目,[旧石器時代][縄文時代（早期～中期）],包蔵地,,剥片　縄文土器
13222004100,13222,41,,東久留米市№41遺跡,東久留米市 南沢四丁目,[旧石器時代][縄文時代（中期）],包蔵地,,ナイフ形石器　縄文土器
13222004200,13222,42,,東久留米市№42遺跡,東久留米市 南沢二丁目,[縄文時代（早期・中期）][弥生時代],包蔵地,,縄文土器　打斧　剥片　弥生土器
13222004300,13222,43,,東久留米市№43遺跡,東久留米市 浅間町三丁目,[縄文時代（前期）],包蔵地,,縄文土器
13222004400,13222,44,しんばしみなみいせき,新橋南遺跡,東久留米市 新川町一丁目,[縄文時代（中期）],包蔵地,,縄文土器　石鏃　石錐
13222004500,13222,45,,東久留米市№45遺跡,東久留米市 下里四丁目,[旧石器時代],包蔵地,,石刃
13222004600,13222,46,,東久留米市№46遺跡,東久留米市 柳窪四丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222004700,13222,47,,東久留米市№47遺跡,東久留米市 柳窪五丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器
13222004800,13222,48,,東久留米市№48遺跡,東久留米市 滝山六丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222004900,13222,49,,東久留米市№49遺跡,東久留米市 前沢四丁目,[旧石器時代],包蔵地,,ナイフ形石器
13222005000,13222,50,,東久留米市№50遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,縄文土器
13222005100,13222,51,,東久留米市№51遺跡,東久留米市 柳窪二丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222005200,13222,52,,東久留米市№52遺跡,東久留米市 柳窪二丁目,[縄文時代],包蔵地,,縄文土器
13222005300,13222,53,,東久留米市№53遺跡,東久留米市 柳窪二丁目,[縄文時代],包蔵地,,縄文土器
13222005400,13222,54,,東久留米市№54遺跡,東久留米市 柳窪四丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222005500,13222,55,,東久留米市№55遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,縄文土器
13222005600,13222,56,,東久留米市№56遺跡,東久留米市 柳窪四丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器
13222005700,13222,57,,東久留米市№57遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,打斧
13222005800,13222,58,,東久留米市№58遺跡,東久留米市 下里五丁目,[縄文時代],包蔵地,,縄文土器
13222005900,13222,59,,東久留米市№59遺跡,東久留米市 下里七丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222006000,13222,60,,東久留米市№60遺跡,東久留米市 滝山七丁目,[平安時代?],包蔵地？,,土師器
13222006100,13222,61,,東久留米市№61遺跡,東久留米市 南町四丁目,[平安時代],包蔵地,,土師質土器
13222006200,13222,62,,東久留米市№62遺跡,東久留米市 小山五丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222006300,13222,63,,東久留米市№63遺跡,東久留米市 小山五丁目,[縄文時代],包蔵地,,縄文土器
13222006400,13222,64,,東久留米市№64遺跡,東久留米市 小山四丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222006500,13222,65,,東久留米市№65遺跡,東久留米市 小山四丁目,[縄文時代（前期）],包蔵地,,縄文土器
13222006600,13222,66,,東久留米市№66遺跡,東久留米市 小山三丁目　 小山四丁目,[縄文時代],包蔵地,,縄文土器
13222006700,13222,67,,東久留米市№67遺跡,東久留米市 小山四丁目,[縄文時代（中期）],包蔵地,,縄文土器
13222006800,13222,68,,東久留米市№68遺跡,東久留米市 小山三丁目,[縄文時代],包蔵地,,縄文土器
13222006900,13222,69,,東久留米市№69遺跡,東久留米市 小山三丁目,[縄文時代],包蔵地,,縄文土器
13222007000,13222,70,,東久留米市№70遺跡,東久留米市 小山一丁目,[縄文時代],包蔵地,,縄文土器
13222007100,13222,71,,東久留米市№71遺跡,東久留米市 神宝町二丁目,[縄文時代],包蔵地,,縄文土器
13222007200,13222,72,,東久留米市№72遺跡,東久留米市 神宝町二丁目,[縄文時代],包蔵地,,縄文土器
13222007300,13222,73,きたうらいせき,北浦遺跡,東久留米市 八幡町二丁目,[縄文時代（早期・中期）],集落,[縄文時代]炉穴状遺構,縄文土器　打斧　石鏃
