JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1320601600,13206,16,せんげんやままえやまいせき,浅間山前山遺跡,府中市 若松町四丁目 若松町五丁目,[縄文時代（早期）],包蔵地,,縄文土器
1320601700,13206,17,,府中市№17遺跡,府中市 白糸台一丁目,[時代不明],塚,円墳,
1320601800,13206,18,むさしのこうえんいせき,武蔵野公園遺跡,府中市 多磨町三丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代],集落,[旧石器時代]礫群 [縄文時代]住居 土坑 配石,細石刃核 石核 縄文土器 打斧 土錘 磨斧 石鏃 石匙 石錘 磨石 敲石 弥生土器
1320601900,13206,19,,府中市№19遺跡,府中市 多磨町三丁目,[縄文時代],包蔵地,[縄文時代]集石,
1320602000,13206,20,,府中市№20遺跡,府中市 多磨町三丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧 石匙
1320602100,13206,21,とびたきゅうきたいせき,飛田給北遺跡,府中市 朝日町三丁目,[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][平安時代][近世],包蔵地・集落,[旧石器時代]礫群 [縄文時代]土坑 [古墳時代]住居 竪穴遺構 溝 [奈良時代][平安時代]土坑 [近世]ピット列 土坑,ナイフ形石器 掻器 敲石 磨石 石核 焼礫 縄文土器 打斧 礫器 石槍 石皿 磨石 土師器 須恵器 砥石 青銅鉈尾 陶磁器
1320602200,13206,22,ほんじゅくちょういせき,本宿町遺跡,府中市 本宿町一丁目 西府町一丁目,[縄文時代（草創期～早期・中期）]［奈良時代］［平安時代］［中世］,集落,[縄文時代]住居 ピット ユニット 土坑,縄文土器 打斧 石鏃 石錐 ピエス・エスキーユ 石皿 磨石 敲石 剥片 土偶 ミニチュア土器
1320602300,13206,23,しらいとだいこふんぐん,白糸台古墳群,府中市 白糸台四丁目 白糸台五丁目,[古墳時代],古墳,1号墳：所在地-五丁目20 検出遺構-周溝 出土遺物-土師器・鉄鏃 2号墳：所在地-五丁目16 検出遺構-周溝 出土遺物-土師器 3号墳：所在地-五丁目21 検出遺構-周溝 4号墳：所在地-五丁目19 検出遺構-横穴式石室 5号墳：所在地-五丁目19 検出遺構-横穴式石室 6号墳（瘧塚）：所在地-六丁目40 検出遺構-周溝,土師器 鉄鏃
1320602301,13206,23-A,,府中市№23-A遺跡,府中市 白糸台三丁目 白糸台五丁目,[時代不明],その他（塚）?,A：所在地-白糸台五丁目52 B：所在地-白糸台五丁目12 C（襲山(塚））：所在地-白糸台五丁目14,
1320602400,13206,24,,府中市№24古墳,府中市,[古墳時代],古墳,3基,
1320602500,13206,25,つねひさいちりづか,常久一里塚,府中市 若松町一丁目 清水が丘三丁目,[近世],その他（塚）,※遺跡範囲のすべてが市指定史跡甲州街道常久一里塚跡となっています。,
1320602600,13206,26,しみずがおかいせき,清水が丘遺跡,府中市 若松町一丁目 清水が丘一丁目 清水が丘二丁目 清水が丘三丁目,[縄文時代（早期・中期～後期）],集落,[縄文時代]住居 敷石住居 集石 集石土坑 炉穴 焼土土坑 土坑 配石 敷石遺構,ナイフ形石器 縄文土器 打斧 磨斧 石鏃 削器 石錐 磨石 敲石 剥片 耳栓 土偶
1320602700,13206,27,しみずがおかにしいせき,清水が丘西遺跡,府中市 清水が丘一丁目 清水が丘二丁目 八幡町三丁目,[古墳時代],集落,[古墳時代]住居,土師器
1320602800,13206,28,ほんまちいせき,本町遺跡,府中市 本町一丁目 宮町三丁目,[古墳時代],その他（方形周溝墓）,[古墳時代]方形周溝墓,土師器
1320602900,13206,29,,府中市№29遺跡,府中市 朝日町三丁目,[旧石器時代],集落,[旧石器時代]礫群,ナイフ形石器 尖頭器 掻器 削器 彫器 敲石 石核 焼礫
1320603000,13206,30,たきくぼおうけつぼぐん,多喜窪横穴墓群,府中市 武蔵台二丁目,[古墳時代],横穴墓,,
1320603100,13206,31,せんげんやま,せんげん山,府中市 武蔵台二丁目,[時代不明],その他（塚）,,鉄片 繊維
1320603200,13206,32,,府中市№32遺跡,府中市 武蔵台二丁目,[時代不明],その他（塚）,,
1320603300,13206,33,むさしこくぶんじあとかんれん（むさしだいひがし）いせき,武蔵国分寺跡関連（武蔵台東）遺跡,府中市 武蔵台二丁目,[旧石器時代][縄文時代（早期・中期）]［奈良時代］［平安時代］,集落,[旧石器時代]遺物集中区 礫群 炭化物集中箇所 [縄文時代]住居 陥し穴,ナイフ形石器 掻器 彫器 縄文土器 打斧 磨斧 局部磨製石斧 石鏃 石皿 磨石 スタンプ形石器 土製円板 耳栓 石棒 土偶 浮子
1320603400,13206,34,あさひちょういせき,朝日町遺跡,府中市 朝日町二丁目,[旧石器時代],集落,[旧石器時代]礫群,ナイフ形石器 剥片
1320603401,13206,34-1,あさひちょういせき,朝日町遺跡,府中市 朝日町三丁目,[旧石器時代][縄文時代][奈良時代][平安時代][中世],集落,土坑 礫群 溝状遺構 堅穴状遺構 硬化面,ナイフ形石器 フレイク 礫 細石刃 尖頭器 ハンマー 縄文土器 石鏃 打製石斧 磨石 陶器
1320603500,13206,35,あさひちょうしんめいだいいせき,朝日町神明台遺跡,府中市 朝日町三丁目,[縄文時代][奈良時代][平安時代][近世],包蔵地・集落,墳墓 溝 土坑 柵跡 陥し穴,縄文土器 土師器 須恵器 陶磁器 銅銭等
1320603600,13206,36-,むさしふちゅうくまのじんじゃこふん,武蔵府中熊野神社古墳,府中市 西府町二丁目,[古墳時代],古墳,上円下方墳 ※遺跡範囲のすべてが国指定史跡武蔵府中熊野神社古墳となっています。,鞘尻金具 刀子 鉄釘 玉類 土師器 須恵器 陶磁器
1320603701,13206,37-1,みたけづかこぐふんぐん１ごうふん,御嶽塚古墳群１号墳,府中市 本宿町一丁目,[古墳時代],古墳,円墳 周溝,石製紡錘車
