JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1322700100,13227,1,しょうじんばけいせき,精進バケ遺跡,羽村市 羽西一丁目 羽西二丁目,[縄文時代（中期）],集落,,縄文土器 打斧 磨斧 石棒
1322700200,13227,2,はやしのうえいせき,林の上遺跡,羽村市 羽加美四丁目 羽中二丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧 石鏃 石皿
1322700300,13227,3,ねがらみまえいせき,根搦前遺跡,羽村市 羽加美二丁目 羽加美四丁目,[古墳時代],包蔵地,,土師器 石皿 砥石? 土製支脚
1322700500,13227,5,やまねさかうえいせき,山根坂上遺跡,羽村市 羽東二丁目,[縄文時代（中期～期）],集落,[縄文時代]住居 集石土坑,縄文土器 打斧 磨斧 石鏃 石匙 土製円板 石製垂飾
1322700600,13227,6,はけたうえいせき,羽ケ田上遺跡,羽村市 羽東一丁目 羽東三丁目,[縄文時代（中期～後期）],集落,[縄文時代]住居 集石土坑 埋甕 配石,縄文土器 打斧 磨斧 礫器 石鏃 掻器 削器 石錐 石皿 磨石 凹石 敲石 砥石 石棒
1322700700,13227,7,かじいせき,鍛冶遺跡,羽村市 五ノ神一丁目,[中世][近世],鍛冶工房跡,[近世]炉,鞴 鉄製品 鋳型 鉄滓 泥人形 銭貨
1322700800,13227,8,,羽村市№8遺跡,羽村市 川崎二丁目,[縄文時代（前期）],包蔵地,,縄文土器
1322700900,13227,9,,羽村市№9遺跡,羽村市 川崎二丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器 打斧 土師器
1322701000,13227,10,てんのうだいいせき,天王台遺跡,羽村市 羽東,[縄文時代（中期）],集落,[縄文時代]住居 集石土坑 土坑,縄文土器 石器
1322701100,13227,11,はけしたいせき,羽ヶ下遺跡,羽村市 羽中一丁目,[縄文時代（中期）],包蔵地,,縄文土器
