JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13122000100,13122,1,みずもといいづかいせき,水元飯塚遺跡,葛飾区 西水元一丁目,[弥生時代][奈良時代][平安時代],包蔵地,,弥生土器　土師器　須恵器　ニホンウマ下顎骨
13122000200,13122,2,かなまちじょうすいじょうないいせき,金町浄水場内遺跡,葛飾区 金町浄水場,[古墳時代],包蔵地・単独出土地,,土師器
13122000400,13122,4,ころくてんひがしいせき,古録天東遺跡,葛飾区 柴又一丁目　 柴又三丁目,[弥生時代][古墳時代][奈良時代][平安時代][中世],集落,[古墳時代]住居　[奈良時代][平安時代]住居　生産遺構,弥生土器　土師器　須恵器　支脚　砥石　土錘　陶磁器
13122000500,13122,5,ころくてんいせき,古録天遺跡,葛飾区 柴又二丁目　 柴又三丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]住居　土坑　溝　[中世]溝　[近世]土坑,土師器　須恵器　陶磁器　ホウロク　カワラケ　瓦質土器　素焼土器　土製品　瓦　砥石　金属製品
13122000600,13122,6,しばまたはちまんじんじゃこふん,柴又八幡神社古墳,葛飾区 柴又三丁目,[古墳時代],古墳,※遺跡範囲のすべてが、葛飾区指定史跡柴又八幡神社の古墳石槨となっています。　 円墳　[古墳時代]横穴式石室　周溝,土師器　須恵器　鉄鏃　刀子　円筒埴輪　直刀　馬具　朱塊　人骨
13122000700,13122,7,にいじゅくちょういせき,新宿町遺跡,葛飾区 高砂七丁目　 高砂八丁目,[古墳時代],集落,[古墳時代]住居,土師器　須恵器　紡錘車状鉄器　土錘　支脚　鞴口　鉄製品　銅製品　鉄滓
13122000800,13122,8,ごてんやま・かさいじょうし,御殿山・葛西城址,葛飾区 青戸六丁目　 青戸七丁目　 青戸八丁目,[弥生時代][奈良時代][平安時代][中世][近世],集落・城館,[古墳時代]住居　ピット　土坑　溝　[中世]掘立柱建物　土坑　ピット　井戸　溝　堀　[近世]水田,弥生土器　土師器　須恵器　土錘　砥石　陶磁器　カワラケ　瓦器　茶臼　瓦　板碑　鉄製品　鉄塊　漆椀　下駄　くし　銭貨　炭化物
13122001000,13122,10,みついけこふん,三ツ池古墳,葛飾区 高砂七丁目,[奈良時代],墳墓?,,須恵器
13122001100,13122,11,たていしさまいせき,立石様遺跡,葛飾区 立石八丁目,[古墳時代？],古墳？,,
13122001200,13122,12,なんぞういんうらこふん,南蔵院裏古墳,葛飾区 立石八丁目,[古墳時代],古墳,,土師器　須恵器　円筒埴輪　人物埴輪
13122001300,13122,13,くまのじんじゃこふん,熊野神社古墳,葛飾区 立石八丁目,[古墳時代],古墳,円墳　[古墳時代]周溝,土師器　須恵器　陶器　鉄製品　鋤先
13122001400,13122,14,でんかさいきよしげやかたあと,伝葛西清重館址,葛飾区 四ツ木一丁目,[中世],城館,,
13122001500,13122,15,しばまたかせんじきいせき,柴又河川敷遺跡,葛飾区 柴又五丁目　 柴又六丁目,[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,[時代不明]溝　土坑,縄文土器　弥生土器　土師器　須恵器　土錘　陶磁器　カワラケ　素焼土器　土製品
13122001600,13122,16,こすげぜにざあと,小菅銭座跡,葛飾区 小菅一丁目,[近世],その他（生産関連）,※遺跡範囲のすべてが、葛飾区指定史跡小菅銭座跡となっています。,
13122001700,13122,17,かみちばいせき,上千葉遺跡,葛飾区 西亀有一丁目　 東堀切三丁目,[中世][近世],集落,[中世]建物跡　土坑　溝状遺構　井戸　水田状遺構,陶磁器　カワラケ　木製品
13122001800,13122,18,,葛飾区№18遺跡,葛飾区 東金町四丁目,[奈良時代][平安時代][中世？],塚,,鏡
13122001900,13122,19,かみこまついせき,上小松遺跡,葛飾区 東新小岩四丁目　 奥戸四丁目,［古墳時代］[奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]土坑　溝,土師器　須恵器　陶器　金属製品　石製紡錘車　漆器　馬歯
13122002000,13122,20,しばまたはちまんじんじゃいせき,柴又八幡神社遺跡,葛飾区 柴又一丁目　 柴又三丁目　 柴又七丁目,[古墳時代][奈良時代][平安時代][中世],集落,[奈良時代][平安時代]住居　井戸　[近世]溝,土師器　須恵器　円筒埴輪　陶磁器　素焼土器　木製品
13122002100,13122,21,しばまたたいしゃくてんいせき,柴又帝釈天遺跡,葛飾区 柴又七丁目,[奈良時代][平安時代][中世][近世],集落,[奈良時代][平安時代]掘立柱建物　井戸　土坑　溝　[中世]掘立柱建物　井戸　土坑　溝　[近世]井戸　土坑　溝,土師器　須恵器　木製品
13122002200,13122,22,ほんごういせき,本郷遺跡,葛飾区 奥戸三丁目　 奥戸五丁目 奥戸七丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[古墳時代]住居　竪穴状遺構　土坑　小鍛冶工房　[奈良時代][平安時代]ピット　土坑　井戸　[近世]ピット　井戸　溝,土師器　須恵器　石製紡錘車　土錘　耳環　馬歯　陶磁器
13122002300,13122,23,,葛飾区№23遺跡,葛飾区 奥戸三丁目,[時代不明],塚,,
13122002400,13122,24,おにづかいせき,鬼塚遺跡,葛飾区 奥戸一丁目,[古墳時代][奈良時代][平安時代][中世][近世],集落,[古墳時代]掘立柱建物　土坑　井戸　溝　[奈良時代][平安時代]掘立柱建物　溝　井戸　[中世]ピット　溝状遺構　[近世]井戸　水田,土師器　須恵器　土錘　カワラケ　陶磁器　木製品　骨製ヘラ　ウマ・イヌ・ウシ骨歯　貝殻
13122002500,13122,25,おにづか,鬼塚,葛飾区 奥戸一丁目,[中世],その他（塚）,,土師器　須恵器　陶磁器
13122002600,13122,26,こすげごてんあと,小菅御殿跡,葛飾区 小菅一丁目,[近世],城館,,
13122002700,13122,27,まえついせき,前津遺跡,葛飾区 亀有二丁目,[中世][近世],包蔵地,[中世][近世]土坑　溝,カワラケ　陶磁器　素焼土器　土製品　瓦　砥石　金属製品　玩具　人形
13122002800,13122,28,たていしいせき,立石遺跡,葛飾区 立石八丁目,[古墳時代][奈良時代][平安時代][中世],集落,[中世]掘立柱建物　井戸　土坑　溝　杭列,土師器　須恵器　埴輪　陶磁器　カワラケ　素焼土器　土製品　金属製品　石製品　瓦　銭貨　木製品　馬歯
13122002900,13122,29,,葛飾区№29遺跡,葛飾区 奥戸六丁目,[古墳時代],包蔵地,,土師器　土錘
