JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1311219400,13112,194,いしいどいせき,石井土遺跡,世田谷区 砧五丁目 砧七丁目,[縄文時代],包蔵地,,縄文土器 石器
1311219500,13112,195,にしざんやきたいせき,西山野北遺跡,世田谷区 砧三丁目,[古墳時代],包蔵地,,土師器
1311219600,13112,196,あんどうけはかあと,安藤家墓跡,世田谷区 大蔵一丁目,[近世],墓地,[近世]墓壙6,釘 木片 銭貨 人骨
1311219700,13112,197,いしいどみなみおうけつ,石井土南横穴,世田谷区 大蔵四丁目,[古墳時代][奈良時代],横穴墓,,人骨
1311219900,13112,199,べんてんづか・てんじんづか,弁天塚・天神塚,世田谷区 岡本二丁目,[時代不明],塚,,
1311220000,13112,200,かわらけづかいせき,土器塚遺跡,世田谷区 代沢一丁目 池尻四丁目,[旧石器時代][縄文時代（中期）][弥生時代（後期）][古墳時代],集落,[弥生時代]後期住居跡 [近世以降]溝,縄文土器 弥生土器 石器 陶磁器類
1311220100,13112,201,きへいやまいせき,騎兵山遺跡,世田谷区 池尻四丁目,[縄文時代（早期・中期）][古墳時代][近世][近代],集落,[縄文時代]炉穴 住居 ピット [古墳時代]住居 [近世]建物基礎,縄文土器 陶磁器
1311220200,13112,202,しんがんじふじづかいせき,森厳寺富士塚遺跡,世田谷区 代沢三丁目,[近世],塚,,
1311220300,13112,203,だいたくりはらいせき,代田栗原遺跡,世田谷区 代田三丁目,[縄文時代][古墳時代][近世],包蔵地,,縄文土器 石器 土師器 板碑
1311220400,13112,204,くりはらづか,栗原塚,世田谷区 代田三丁目,[近世],その他（塚）,,
1311220500,13112,205,わかばやしほんむらいせき,若林本村遺跡,世田谷区 若林五丁目,[縄文時代],包蔵地,,石器
1311220600,13112,206,わかばやしさんかくやまいせき,若林三角山遺跡,世田谷区 若林二丁目 若林三丁目,[縄文時代],包蔵地,,縄文土器 石器
1311220700,13112,207,ときわづか,常盤塚,世田谷区 上馬五丁目,[中世],塚,※遺跡範囲のすべてが、世田谷区指定史跡常盤塚となっています。,鏡 くし
1311220800,13112,208,あみだまるいせき,阿弥陀丸遺跡,世田谷区 弦巻二丁目,[中世],包蔵地,,甕 石櫃 板碑
